age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,8,21,52,154.2,9.4,5.5,0,0,0,0,0,0
12-15,8,47,17,148.7,14.5,6.1,0,0,0,0,0,0
16-19,10,181,18,286.2,41.3,13.2,0,0,0,0,0,0
20-29,13,433,50,132.8,38.6,29.9,0,0,2,0,0,1.2
30-39,16,380,49,151.8,35.9,39.5,0,0,0,0,0,0
40-49,13,475,48,96.4,48,50.5,0,1,0,0,0.1,0
50-59,21,505,40,116.6,63.5,76.7,0,4,4,0,0.5,7.7
60-69,70,958,52,261.1,145.5,94.4,0,9,4,0,1.4,7.3
70-79,106,1089,66,347.1,227.9,644.1,1,18,6,3.3,3.8,58.6
80+,61,850,68,400.6,342.2,467.2,2,27,9,13.1,10.9,61.8
