age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2,30,107,48.6,13.8,11.2,0,0,0,0,0,0
12-15,3,67,37,61.2,21.2,12.9,0,0,0,0,0,0
16-19,6,503,50,163.9,115.9,35.6,0,0,1,0,0,0.7
20-29,14,971,124,124.4,86.5,75.8,0,0,0,0,0,0
30-39,27,828,126,160.3,78.7,103,0,2,1,0,0.2,0.8
40-49,51,1000,121,215.5,101.9,130.7,0,1,1,0,0.1,1.1
50-59,83,978,92,226.9,125.2,191.9,1,6,2,2.7,0.8,4.2
60-69,275,1649,136,330.4,273.5,251.9,2,14,2,2.4,2.3,3.7
70-79,557,1653,136,441,425.3,3934,1,26,5,0.8,6.7,144.6
80+,611,1361,176,831.1,708.9,1390.8,6,45,11,8.2,23.4,86.9
