period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,168,319,20.1,38.16
3_Month,5-11,393,799,17.77,36.14
6_Month,5-11,2636,8465,10.34,33.2
1_Year,5-11,5299,51712,1.08,10.57
All,5-11,5300,53592,0.73,7.39
1_Month,12-15,341,160,38.1,17.88
3_Month,12-15,689,342,32.09,15.93
6_Month,12-15,2127,2102,17.37,17.17
1_Year,12-15,9529,17745,4.01,7.46
All,12-15,9602,19140,2.76,5.5
1_Month,16-19,931,124,46.67,6.22
3_Month,16-19,1690,237,43.21,6.06
6_Month,16-19,4509,1118,26.93,6.68
1_Year,16-19,16265,10127,8.12,5.06
All,16-19,16494,11427,5.29,3.66
1_Month,20-29,2266,209,45.94,4.24
3_Month,20-29,4210,424,41.82,4.21
6_Month,20-29,12962,2702,25.58,5.33
1_Year,20-29,41061,19421,9.36,4.43
All,20-29,41612,22062,6.28,3.33
1_Month,30-39,2317,288,42.83,5.32
3_Month,30-39,4221,550,37.69,4.91
6_Month,30-39,14361,3465,23.2,5.6
1_Year,30-39,40163,18525,8.3,3.83
All,30-39,40672,20443,6.05,3.04
1_Month,40-49,2815,218,47.03,3.64
3_Month,40-49,5119,455,40.59,3.61
6_Month,40-49,14583,2709,23.12,4.3
1_Year,40-49,37427,13874,8.23,3.05
All,40-49,37874,15078,6.22,2.48
1_Month,50-59,2284,207,37.27,3.38
3_Month,50-59,4244,416,31.91,3.13
6_Month,50-59,11027,1764,17.95,2.87
1_Year,50-59,25304,7776,7.66,2.35
All,50-59,25560,8347,5.91,1.93
1_Month,60-69,1923,133,29.2,2.02
3_Month,60-69,3612,243,23.62,1.59
6_Month,60-69,8799,1023,12.86,1.5
1_Year,60-69,17100,4169,6.49,1.58
All,60-69,17288,4403,5.26,1.34
1_Month,70-79,1257,65,19.5,1.01
3_Month,70-79,2485,133,15.74,0.84
6_Month,70-79,5802,480,9.09,0.75
1_Year,70-79,9424,1384,5.24,0.77
All,70-79,9527,1478,4.47,0.69
1_Month,80+,855,79,18.42,1.7
3_Month,80+,1647,146,15.9,1.41
6_Month,80+,4041,387,10.64,1.02
1_Year,80+,6099,892,6.57,0.96
All,80+,6180,962,5.35,0.83
