age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,13,145,317,188.8,63.9,33.7,0,0,0,0,0,0
12-15,10,187,68,119.7,57.1,24.8,0,0,0,0,0,0
16-19,11,203,39,169.2,46.3,29.1,0,0,0,0,0,0
20-29,25,555,85,124.1,50.1,49.9,1,2,2,5,0.2,1.2
30-39,26,718,125,123,68.6,100.2,0,1,0,0,0.1,0
40-49,32,688,92,135.2,70.4,94.6,0,1,0,0,0.1,0
50-59,47,670,89,167.1,85.6,162.2,0,5,3,0,0.6,5.5
60-69,96,1033,86,308,158.2,153.4,0,14,5,0,2.1,8.9
70-79,105,1256,68,437.7,262,446.6,3,18,4,12.5,3.8,26.3
80+,44,918,70,403.5,365.1,440.8,0,23,8,0,9.1,50.4
