period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1144,3896,9.86,33.57
3_Month,5-11,2722,10234,7.96,29.93
6_Month,5-11,3739,23661,2.12,13.42
1_Year,5-11,4562,51466,0.75,8.46
All,5-11,4562,51905,0.63,7.21
1_Month,12-15,617,759,14.35,17.65
3_Month,12-15,1770,2410,10.62,14.46
6_Month,12-15,3787,5972,4.77,7.52
1_Year,12-15,8578,18053,3.15,6.64
All,12-15,8579,18472,2.49,5.36
1_Month,16-19,1502,442,23.83,7.01
3_Month,16-19,3230,1080,18.52,6.19
6_Month,16-19,6028,2400,8.96,3.57
1_Year,16-19,14314,10720,6.47,4.85
All,16-19,14387,11074,4.7,3.62
1_Month,20-29,4843,1242,22.46,5.76
3_Month,20-29,9770,2757,18.09,5.11
6_Month,20-29,17160,5505,10.13,3.25
1_Year,20-29,35967,20800,7.38,4.27
All,20-29,36070,21373,5.57,3.3
1_Month,30-39,5675,1582,21.15,5.9
3_Month,30-39,11130,3489,16.49,5.17
6_Month,30-39,18777,6531,8.93,3.11
1_Year,30-39,34726,19117,6.52,3.59
All,30-39,34847,19532,5.33,2.99
1_Month,40-49,5000,1228,19.27,4.73
3_Month,40-49,10477,2649,15.35,3.88
6_Month,40-49,16908,4852,8.33,2.39
1_Year,40-49,31012,14023,6.4,2.89
All,40-49,31147,14315,5.29,2.43
1_Month,50-59,3661,728,14.77,2.94
3_Month,50-59,7365,1552,11.51,2.42
6_Month,50-59,11564,2820,7.23,1.76
1_Year,50-59,20007,7547,5.95,2.25
All,50-59,20101,7742,4.88,1.88
1_Month,60-69,2798,422,10.19,1.54
3_Month,60-69,5486,861,7.95,1.25
6_Month,60-69,7898,1520,5.61,1.08
1_Year,60-69,12600,3924,4.94,1.54
All,60-69,12684,4031,4.16,1.32
1_Month,70-79,1774,199,7.21,0.81
3_Month,70-79,3370,363,5.53,0.6
6_Month,70-79,4337,584,4.12,0.55
1_Year,70-79,6229,1236,3.82,0.76
All,70-79,6265,1294,3.32,0.69
1_Month,80+,1285,151,8.64,1.02
3_Month,80+,2213,247,6.92,0.77
6_Month,80+,2768,387,5.24,0.73
1_Year,80+,3908,719,4.76,0.88
All,80+,3950,769,3.96,0.77
