age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,69,204,706,154.1,100.3,75.6,0,0,0,0,0,0
12-15,22,244,161,48.9,81.5,59.8,0,0,0,0,0,0
16-19,30,591,123,64.5,147.2,93,0,0,1,0,0,0.8
20-29,103,2235,484,91.4,220.2,280.1,0,4,1,0,0.4,0.6
30-39,121,2486,529,98.2,263.1,420.9,0,2,1,0,0.2,0.8
40-49,160,2602,449,135.1,294.9,454,0,2,2,0,0.2,2
50-59,266,2612,312,259.8,369.6,541.7,1,11,4,1,1.6,6.9
60-69,457,5431,422,618.4,890.3,741.9,2,22,9,2.7,3.6,15.8
70-79,498,5613,346,982.1,1251.4,1774.8,3,54,12,5.9,12,61.6
80+,446,4490,430,1754.1,1900.9,2573,15,63,26,59,26.7,155.6
