instituteDesc,occupancy,gOccupancy,occupancyDate
Soroka Medical Center         ,53.9,72.3,2022-08-05T00:00:00.000Z
Rabin K. Hasharon             ,57.9,59.3,2022-08-05T00:00:00.000Z
Meir Hospital                 ,63,84.2,2022-08-05T00:00:00.000Z
Woolfson Medical Center       ,67.6,72.8,2022-08-05T00:00:00.000Z
Shmuel Harofe                 ,72.2,81.8,2022-08-05T00:00:00.000Z
Barzilai Medical Center       ,73.4,78.5,2022-08-05T00:00:00.000Z
Poriah Hospital               ,76.9,73.2,2022-08-05T00:00:00.000Z
Hadassah Mount Scopus         ,77.8,78.1,2022-08-05T00:00:00.000Z
Assaf Harofeh Medical Center  ,79.9,70.6,2022-08-05T00:00:00.000Z
      Ziv Hospital            ,81.3,68.3,2022-08-05T00:00:00.000Z
Shaare Zedek                  ,84.7,99.4,2022-08-05T00:00:00.000Z
Nahariya                      ,85.8,86.2,2022-08-05T00:00:00.000Z
Hillel Yaffeh Medical Center  ,86.3,82.1,2022-08-05T00:00:00.000Z
Bnei Ziom Medical Center      ,87.6,88,2022-08-05T00:00:00.000Z
Laniado                       ,89.7,91.6,2022-08-05T00:00:00.000Z
Haemek Valley Center Hospital ,91,73.3,2022-08-05T00:00:00.000Z
Rambam                        ,91.4,88.8,2022-08-05T00:00:00.000Z
Chaim Sheba Medical Center    ,102.9,103.9,2022-08-05T00:00:00.000Z
Hadassah Ein Kerem            ,104.9,95.2,2022-08-05T00:00:00.000Z
Kaplan Hospital               ,105.3,92.8,2022-08-05T00:00:00.000Z
Rabin K. Beilinson            ,108.8,99.9,2022-08-05T00:00:00.000Z
