instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. HaSharon             ,59.6,58.5,2022-05-30T00:00:00.000Z
Hadassah Mount Scopus         ,66.7,73.6,2022-05-30T00:00:00.000Z
HACARMEL HOSPITAL             ,71.7,86.3,2022-05-30T00:00:00.000Z
WOOLFSON MEDICAL CENTER       ,73,78.8,2022-05-30T00:00:00.000Z
PORIAH HOSPITAL               ,78.2,70.4,2022-05-30T00:00:00.000Z
SOROKA MEDICAL CENTER         ,79.8,86.7,2022-05-30T00:00:00.000Z
MEIR HOSPITAL                 ,83,86,2022-05-30T00:00:00.000Z
BNEI ZIOM MEDICAL CENTER      ,84.3,85.7,2022-05-30T00:00:00.000Z
YOSEPHTAL HOSPITAL            ,87.5,58.5,2022-05-30T00:00:00.000Z
KAPLAN HOSPITAL               ,89.3,88.7,2022-05-30T00:00:00.000Z
TEL AVIV MEDICAL CENTER       ,91.3,119,2022-05-30T00:00:00.000Z
ASSAF HAROFEH MEDICAL CENTER  ,93.1,74.5,2022-05-30T00:00:00.000Z
Laniado                       ,94.9,107,2022-05-30T00:00:00.000Z
HILLEL YAFFEH MEDICAL CENTER  ,101.4,93.2,2022-05-30T00:00:00.000Z
BARZILAI MEDICAL CENTER       ,103.1,86.9,2022-05-30T00:00:00.000Z
Rambam                        ,103,88.6,2022-05-30T00:00:00.000Z
NAHARIYA                      ,106.8,90.3,2022-05-30T00:00:00.000Z
Hadassah Ein Kerem            ,107.8,90.7,2022-05-30T00:00:00.000Z
      ZIV HOSPITAL            ,107.8,77.2,2022-05-30T00:00:00.000Z
HAEMEK VALLEY CENTER HOSPITAL ,109,78.8,2022-05-30T00:00:00.000Z
Shaare Zedek                  ,109.3,105,2022-05-30T00:00:00.000Z
Assuta Ashdod                 ,113.6,102.7,2022-05-30T00:00:00.000Z
,,40.5,2022-05-30T00:00:00.000Z
Rabin K. Beilinson            ,122,99.6,2022-05-30T00:00:00.000Z
