period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,167,350,17.67,37.04
3_Month,5-11,451,1039,15.02,34.61
6_Month,5-11,3174,10965,9.08,31.36
1_Year,5-11,5131,51529,1.03,10.39
All,5-11,5131,53268,0.71,7.35
1_Month,12-15,268,129,30.98,14.91
3_Month,12-15,599,399,24.18,16.11
6_Month,12-15,2342,2767,13.13,15.51
1_Year,12-15,9199,17651,3.85,7.39
All,12-15,9258,18979,2.67,5.46
1_Month,16-19,576,80,43.11,5.99
3_Month,16-19,984,177,34.86,6.27
6_Month,16-19,4297,1269,21.65,6.39
1_Year,16-19,15345,10038,7.71,5.04
All,16-19,15555,11304,5.02,3.65
1_Month,20-29,1452,145,42.11,4.21
3_Month,20-29,2608,347,33.47,4.45
6_Month,20-29,12726,3131,20.83,5.12
1_Year,20-29,38841,19285,8.92,4.43
All,20-29,39326,21852,5.98,3.32
1_Month,30-39,1365,160,37.6,4.41
3_Month,30-39,2746,421,29.82,4.57
6_Month,30-39,14254,3973,18.93,5.28
1_Year,30-39,37890,18306,7.87,3.8
All,30-39,38330,20153,5.75,3.02
1_Month,40-49,1689,148,39.87,3.49
3_Month,40-49,3222,415,30.66,3.95
6_Month,40-49,14015,3114,18.17,4.04
1_Year,40-49,34644,13695,7.68,3.04
All,40-49,35031,14860,5.81,2.47
1_Month,50-59,1400,151,31.91,3.44
3_Month,50-59,2614,320,23.52,2.88
6_Month,50-59,10284,1921,13.84,2.59
1_Year,50-59,23010,7590,7.08,2.34
All,50-59,23247,8144,5.45,1.91
1_Month,60-69,1106,74,22.32,1.49
3_Month,60-69,2242,178,16.75,1.33
6_Month,60-69,8020,1075,9.78,1.31
1_Year,60-69,15194,4046,5.9,1.57
All,60-69,15357,4272,4.77,1.33
1_Month,70-79,791,41,15.86,0.82
3_Month,70-79,1674,99,11.74,0.69
6_Month,70-79,5286,480,6.99,0.64
1_Year,70-79,8170,1321,4.71,0.76
All,70-79,8263,1414,4,0.68
1_Month,80+,515,45,15.78,1.38
3_Month,80+,1071,90,12.89,1.08
6_Month,80+,3526,351,8.49,0.85
1_Year,80+,5234,815,5.93,0.92
All,80+,5314,884,4.8,0.8
