age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1,35,91,36.3,16.2,9.5,0,0,0,0,0,0
12-15,2,66,24,49.7,21,8.3,0,1,0,0,0.3,0
16-19,6,507,51,178.1,117.1,36,0,0,1,0,0,0.7
20-29,11,971,96,100.5,86.4,58.9,0,0,0,0,0,0
30-39,23,591,101,135.6,56.2,82.5,0,1,1,0,0.1,0.8
40-49,43,687,89,181.5,69.9,96.8,0,0,1,0,0,1.1
50-59,47,718,77,126.3,91.9,163,0,7,1,0,0.9,2.1
60-69,223,1176,112,256.3,196.7,202.6,0,14,4,0,2.3,7.2
70-79,485,1168,112,363.2,306,3549.9,4,31,7,3,8.1,221.9
80+,563,1044,149,723,542.6,1901.2,7,29,5,9,15.1,63.8
