instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-09T00:00:00.000Z
Hacarmel Hospital             ,66,79.6,2023-01-09T00:00:00.000Z
      Ziv Hospital            ,73.6,70.3,2023-01-09T00:00:00.000Z
Rabin K. Hasharon             ,78.1,75.5,2023-01-09T00:00:00.000Z
Hadassah Mount Scopus         ,80.6,77.2,2023-01-09T00:00:00.000Z
Poriah Hospital               ,80.8,67.7,2023-01-09T00:00:00.000Z
Woolfson Medical Center       ,81.6,80.2,2023-01-09T00:00:00.000Z
Assaf Harofeh Medical Center  ,89.6,72.2,2023-01-09T00:00:00.000Z
Soroka Medical Center         ,90.7,85.7,2023-01-09T00:00:00.000Z
Tel Aviv Medical Center       ,94.2,119.4,2023-01-09T00:00:00.000Z
,,,2023-01-09T00:00:00.000Z
Yosephtal Hospital            ,81.3,72.3,2023-01-09T00:00:00.000Z
Haemek Valley Center Hospital ,87.7,63.5,2023-01-09T00:00:00.000Z
Meir Hospital                 ,88.5,88.2,2023-01-09T00:00:00.000Z
Laniado                       ,91,117.3,2023-01-09T00:00:00.000Z
Bnei Ziom Medical Center      ,96.7,87.4,2023-01-09T00:00:00.000Z
Barzilai Medical Center       ,100.5,86.5,2023-01-09T00:00:00.000Z
Nahariya                      ,102,86.7,2023-01-09T00:00:00.000Z
Assuta Ashdod                 ,108.3,103.3,2023-01-09T00:00:00.000Z
,,,2023-01-09T00:00:00.000Z
Rambam                        ,104.5,89.1,2023-01-09T00:00:00.000Z
Hillel Yaffeh Medical Center  ,105.5,85.4,2023-01-09T00:00:00.000Z
Shmuel Harofe                 ,105.6,85.6,2023-01-09T00:00:00.000Z
Shaare Zedek                  ,108,106,2023-01-09T00:00:00.000Z
Chaim Sheba Medical Center    ,113.7,109.1,2023-01-09T00:00:00.000Z
Kaplan Hospital               ,114.7,88.5,2023-01-09T00:00:00.000Z
Hadassah Ein Kerem            ,132,100.1,2023-01-09T00:00:00.000Z
The Holy Family               ,,,2023-01-09T00:00:00.000Z
,,,2023-01-09T00:00:00.000Z
,,40.5,2023-01-09T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-09T00:00:00.000Z
,,,2023-01-09T00:00:00.000Z
Rabin K. Beilinson            ,144.9,102.6,2023-01-09T00:00:00.000Z
