instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-10-21T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-10-21T00:00:00.000Z
,,,2022-10-21T00:00:00.000Z
Rabin K. Hasharon             ,64,62.7,2022-10-21T00:00:00.000Z
Yosephtal Hospital            ,75,44.6,2022-10-21T00:00:00.000Z
Woolfson Medical Center       ,77.5,73.2,2022-10-21T00:00:00.000Z
Soroka Medical Center         ,78.7,81.3,2022-10-21T00:00:00.000Z
Assaf Harofeh Medical Center  ,78,68.1,2022-10-21T00:00:00.000Z
Hadassah Mount Scopus         ,80.6,80.9,2022-10-21T00:00:00.000Z
Hacarmel Hospital             ,84,77.7,2022-10-21T00:00:00.000Z
      Ziv Hospital            ,84.4,71.5,2022-10-21T00:00:00.000Z
Meir Hospital                 ,86,87,2022-10-21T00:00:00.000Z
Poriah Hospital               ,88.5,77.7,2022-10-21T00:00:00.000Z
Kaplan Hospital               ,90.7,84.6,2022-10-21T00:00:00.000Z
Hillel Yaffeh Medical Center  ,92.5,83.3,2022-10-21T00:00:00.000Z
Bnei Ziom Medical Center      ,95.9,91.5,2022-10-21T00:00:00.000Z
Haemek Valley Center Hospital ,95.5,71.8,2022-10-21T00:00:00.000Z
Barzilai Medical Center       ,98.4,82.1,2022-10-21T00:00:00.000Z
Rambam                        ,99,91.5,2022-10-21T00:00:00.000Z
Nahariya                      ,101.6,85.7,2022-10-21T00:00:00.000Z
Assuta Ashdod                 ,125.4,104.4,2022-10-21T00:00:00.000Z
,,,2022-10-21T00:00:00.000Z
Shmuel Harofe                 ,111.1,84.5,2022-10-21T00:00:00.000Z
Rabin K. Beilinson            ,119.4,94.5,2022-10-21T00:00:00.000Z
Hadassah Ein Kerem            ,125.2,97.5,2022-10-21T00:00:00.000Z
The Holy Family               ,,,2022-10-21T00:00:00.000Z
,,,2022-10-21T00:00:00.000Z
Laniado                       ,,,2022-10-21T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-10-21T00:00:00.000Z
,,,2022-10-21T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2022-10-21T00:00:00.000Z
Shaare Zedek                  ,,,2022-10-21T00:00:00.000Z
