age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,8921,9,71817,4308.8,,7867.6,0,0,0,0,,0
12-15,26506,323,17929,7329.7,5587.3,7433.2,1,0,3,0.3,0,1.2
16-19,24563,4773,8329,6177,7656.5,7276.7,2,0,2,0.5,0,1.7
20-29,46932,11860,13869,5100.8,6489.5,7479.7,2,2,5,0.2,1.1,2.7
30-39,50356,13036,13829,5734.5,7828.1,10163.9,5,3,5,0.6,1.8,3.7
40-49,49233,7989,9594,5675.3,6729.2,9078.9,9,5,21,1,4.2,19.9
50-59,31141,3844,4827,4337.9,5019.1,6988.3,28,17,32,3.9,22.2,46.3
60-69,23666,1978,3004,3673.4,4566.5,5573.9,63,14,45,9.8,32.3,83.5
70-79,13831,782,1349,2933.4,3283.6,4779.3,111,30,45,23.5,126,159.4
80-89,5862,334,647,2833.7,2150.3,4760.5,158,21,60,76.4,135.2,441.5
90+,1664,94,238,3609.2,1319.1,6170.6,50,8,32,108.4,112.3,829.7
