date,amount,total
2020-08-21T00:00:00.000Z,13,823
2020-08-22T00:00:00.000Z,10,833
2020-08-23T00:00:00.000Z,13,846
2020-08-24T00:00:00.000Z,16,862
2020-08-25T00:00:00.000Z,19,881
2020-08-26T00:00:00.000Z,11,892
2020-08-27T00:00:00.000Z,11,903
2020-08-28T00:00:00.000Z,12,915
2020-08-29T00:00:00.000Z,5,920
2020-08-30T00:00:00.000Z,14,934
2020-08-31T00:00:00.000Z,23,957
2020-09-01T00:00:00.000Z,15,972
2020-09-02T00:00:00.000Z,14,986
2020-09-03T00:00:00.000Z,16,1002
2020-09-04T00:00:00.000Z,12,1014
2020-09-05T00:00:00.000Z,15,1029
2020-09-06T00:00:00.000Z,12,1041
2020-09-07T00:00:00.000Z,17,1058
2020-09-08T00:00:00.000Z,20,1078
2020-09-09T00:00:00.000Z,15,1093
2020-09-10T00:00:00.000Z,14,1107
2020-09-11T00:00:00.000Z,20,1127
2020-09-12T00:00:00.000Z,15,1142
2020-09-13T00:00:00.000Z,17,1159
2020-09-14T00:00:00.000Z,20,1179
2020-09-15T00:00:00.000Z,16,1195
2020-09-16T00:00:00.000Z,26,1221
2020-09-17T00:00:00.000Z,17,1238
2020-09-18T00:00:00.000Z,21,1259
2020-09-19T00:00:00.000Z,28,1287
2020-09-20T00:00:00.000Z,21,1308
2020-09-21T00:00:00.000Z,32,1340
2020-09-22T00:00:00.000Z,26,1366
2020-09-23T00:00:00.000Z,25,1391
2020-09-24T00:00:00.000Z,31,1422
2020-09-25T00:00:00.000Z,30,1452
2020-09-26T00:00:00.000Z,26,1478
2020-09-27T00:00:00.000Z,32,1510
2020-09-28T00:00:00.000Z,28,1538
2020-09-29T00:00:00.000Z,35,1573
2020-09-30T00:00:00.000Z,37,1610
2020-10-01T00:00:00.000Z,46,1656
2020-10-02T00:00:00.000Z,25,1681
2020-10-03T00:00:00.000Z,38,1719
2020-10-04T00:00:00.000Z,37,1756
2020-10-05T00:00:00.000Z,27,1783
2020-10-06T00:00:00.000Z,45,1828
2020-10-07T00:00:00.000Z,26,1854
2020-10-08T00:00:00.000Z,47,1901
2020-10-09T00:00:00.000Z,40,1941
2020-10-10T00:00:00.000Z,35,1976
2020-10-11T00:00:00.000Z,46,2022
2020-10-12T00:00:00.000Z,30,2052
2020-10-13T00:00:00.000Z,38,2090
2020-10-14T00:00:00.000Z,35,2125
2020-10-15T00:00:00.000Z,30,2155
2020-10-16T00:00:00.000Z,35,2190
2020-10-17T00:00:00.000Z,32,2222
2020-10-18T00:00:00.000Z,33,2255
2020-10-19T00:00:00.000Z,31,2286
2020-10-20T00:00:00.000Z,20,2306
2020-10-21T00:00:00.000Z,25,2331
2020-10-22T00:00:00.000Z,29,2360
2020-10-23T00:00:00.000Z,26,2386
2020-10-24T00:00:00.000Z,27,2413
2020-10-25T00:00:00.000Z,35,2448
2020-10-26T00:00:00.000Z,28,2476
2020-10-27T00:00:00.000Z,28,2504
2020-10-28T00:00:00.000Z,9,2513
2020-10-29T00:00:00.000Z,19,2532
2020-10-30T00:00:00.000Z,12,2544
2020-10-31T00:00:00.000Z,25,2569
2020-11-01T00:00:00.000Z,19,2588
2020-11-02T00:00:00.000Z,15,2603
2020-11-03T00:00:00.000Z,26,2629
2020-11-04T00:00:00.000Z,16,2645
2020-11-05T00:00:00.000Z,14,2659
2020-11-06T00:00:00.000Z,16,2675
2020-11-07T00:00:00.000Z,8,2683
2020-11-08T00:00:00.000Z,7,2690
2020-11-09T00:00:00.000Z,6,2696
2020-11-10T00:00:00.000Z,10,2706
2020-11-11T00:00:00.000Z,7,2713
2020-11-12T00:00:00.000Z,12,2725
2020-11-13T00:00:00.000Z,5,2730
2020-11-14T00:00:00.000Z,12,2742
2020-11-15T00:00:00.000Z,9,2751
2020-11-16T00:00:00.000Z,8,2759
2020-11-17T00:00:00.000Z,12,2771
2020-11-18T00:00:00.000Z,7,2778
2020-11-19T00:00:00.000Z,8,2786
2020-11-20T00:00:00.000Z,6,2792
2020-11-21T00:00:00.000Z,12,2804
2020-11-22T00:00:00.000Z,16,2820
2020-11-23T00:00:00.000Z,7,2827
2020-11-24T00:00:00.000Z,6,2833
2020-11-25T00:00:00.000Z,5,2838
2020-11-26T00:00:00.000Z,9,2847
2020-11-27T00:00:00.000Z,7,2854
2020-11-28T00:00:00.000Z,9,2863
2020-11-29T00:00:00.000Z,10,2873
2020-11-30T00:00:00.000Z,7,2880
2020-12-01T00:00:00.000Z,10,2890
2020-12-02T00:00:00.000Z,5,2895
2020-12-03T00:00:00.000Z,10,2905
2020-12-04T00:00:00.000Z,10,2915
2020-12-05T00:00:00.000Z,10,2925
2020-12-06T00:00:00.000Z,8,2933
2020-12-07T00:00:00.000Z,7,2940
2020-12-08T00:00:00.000Z,12,2952
2020-12-09T00:00:00.000Z,14,2966
2020-12-10T00:00:00.000Z,13,2979
2020-12-11T00:00:00.000Z,12,2991
2020-12-12T00:00:00.000Z,16,3007
2020-12-13T00:00:00.000Z,9,3016
2020-12-14T00:00:00.000Z,11,3027
2020-12-15T00:00:00.000Z,12,3039
2020-12-16T00:00:00.000Z,14,3053
2020-12-17T00:00:00.000Z,17,3070
2020-12-18T00:00:00.000Z,16,3086
2020-12-19T00:00:00.000Z,19,3105
2020-12-20T00:00:00.000Z,19,3124
2020-12-21T00:00:00.000Z,16,3140
2020-12-22T00:00:00.000Z,13,3153
2020-12-23T00:00:00.000Z,25,3178
2020-12-24T00:00:00.000Z,15,3193
2020-12-25T00:00:00.000Z,20,3213
2020-12-26T00:00:00.000Z,23,3236
2020-12-27T00:00:00.000Z,21,3257
2020-12-28T00:00:00.000Z,33,3290
2020-12-29T00:00:00.000Z,26,3316
2020-12-30T00:00:00.000Z,16,3332
2020-12-31T00:00:00.000Z,36,3368
2021-01-01T00:00:00.000Z,35,3403
2021-01-02T00:00:00.000Z,27,3430
2021-01-03T00:00:00.000Z,26,3456
2021-01-04T00:00:00.000Z,37,3493
2021-01-05T00:00:00.000Z,24,3517
2021-01-06T00:00:00.000Z,44,3561
2021-01-07T00:00:00.000Z,48,3609
2021-01-08T00:00:00.000Z,46,3655
2021-01-09T00:00:00.000Z,21,3676
2021-01-10T00:00:00.000Z,44,3720
2021-01-11T00:00:00.000Z,29,3749
2021-01-12T00:00:00.000Z,56,3805
2021-01-13T00:00:00.000Z,57,3862
2021-01-14T00:00:00.000Z,59,3921
2021-01-15T00:00:00.000Z,52,3973
2021-01-16T00:00:00.000Z,47,4020
2021-01-17T00:00:00.000Z,58,4078
2021-01-18T00:00:00.000Z,46,4124
2021-01-19T00:00:00.000Z,44,4168
2021-01-20T00:00:00.000Z,54,4222
2021-01-21T00:00:00.000Z,49,4271
2021-01-22T00:00:00.000Z,66,4337
2021-01-23T00:00:00.000Z,51,4388
2021-01-24T00:00:00.000Z,79,4467
2021-01-25T00:00:00.000Z,61,4528
2021-01-26T00:00:00.000Z,53,4581
2021-01-27T00:00:00.000Z,61,4642
2021-01-28T00:00:00.000Z,49,4691
2021-01-29T00:00:00.000Z,44,4735
2021-01-30T00:00:00.000Z,38,4773
2021-01-31T00:00:00.000Z,52,4825
2021-02-01T00:00:00.000Z,47,4872
2021-02-02T00:00:00.000Z,61,4933
2021-02-03T00:00:00.000Z,57,4990
2021-02-04T00:00:00.000Z,49,5039
2021-02-05T00:00:00.000Z,33,5072
2021-02-06T00:00:00.000Z,53,5125
2021-02-07T00:00:00.000Z,44,5169
2021-02-08T00:00:00.000Z,30,5199
2021-02-09T00:00:00.000Z,42,5241
2021-02-10T00:00:00.000Z,33,5274
2021-02-11T00:00:00.000Z,31,5305
2021-02-12T00:00:00.000Z,40,5345
2021-02-13T00:00:00.000Z,29,5374
2021-02-14T00:00:00.000Z,37,5411
2021-02-15T00:00:00.000Z,16,5427
2021-02-16T00:00:00.000Z,43,5470
2021-02-17T00:00:00.000Z,27,5497
2021-02-18T00:00:00.000Z,34,5531
2021-02-19T00:00:00.000Z,22,5553
2021-02-20T00:00:00.000Z,25,5578
2021-02-21T00:00:00.000Z,24,5602
2021-02-22T00:00:00.000Z,16,5618
2021-02-23T00:00:00.000Z,34,5652
2021-02-24T00:00:00.000Z,27,5679
2021-02-25T00:00:00.000Z,24,5703
2021-02-26T00:00:00.000Z,22,5725
2021-02-27T00:00:00.000Z,27,5752
2021-02-28T00:00:00.000Z,21,5773
2021-03-01T00:00:00.000Z,18,5791
2021-03-02T00:00:00.000Z,21,5812
2021-03-03T00:00:00.000Z,16,5828
2021-03-04T00:00:00.000Z,18,5846
2021-03-05T00:00:00.000Z,18,5864
2021-03-06T00:00:00.000Z,18,5882
2021-03-07T00:00:00.000Z,15,5897
2021-03-08T00:00:00.000Z,23,5920
2021-03-09T00:00:00.000Z,15,5935
2021-03-10T00:00:00.000Z,18,5953
2021-03-11T00:00:00.000Z,16,5969
2021-03-12T00:00:00.000Z,12,5981
2021-03-13T00:00:00.000Z,7,5988
