age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,234,0,485,82,,52.5,0,0,0,0,,0
12-15,193,102,125,70.8,110.5,47.9,0,0,1,0,0,0.4
16-19,258,58,48,68.6,71.5,37.3,0,0,0,0,0,0
20-29,745,88,148,78.3,48.4,83.4,1,0,1,0.1,0,0.6
30-39,1030,155,157,113.1,94.9,122,0,0,1,0,0,0.8
40-49,1226,92,123,138.4,77.6,120.5,0,1,2,0,0.8,2
50-59,1118,57,112,152.9,73.8,178.8,1,1,2,0.1,1.3,3.2
60-69,1837,62,142,284.5,161.4,239.7,13,2,2,2,5.2,3.4
70-79,1772,38,119,374,202.9,434.1,19,2,6,4,10.7,21.9
80+,925,37,77,373.8,275.3,421.4,19,1,5,7.7,7.4,27.4
