period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,208,982,4.01,18.91
3_Month,5-11,743,5313,1.51,10.81
6_Month,5-11,2010,40715,0.44,8.85
1_Year,5-11,2010,42212,0.34,7.18
All,5-11,2010,42443,0.29,6.15
1_Month,12-15,171,247,5.86,8.47
3_Month,12-15,847,1438,3.48,5.9
6_Month,12-15,6885,14931,3.11,6.75
1_Year,12-15,6946,15978,2.65,6.1
All,12-15,6946,16232,2.11,4.92
1_Month,16-19,185,75,9.35,3.79
3_Month,16-19,1274,618,5.83,2.83
6_Month,16-19,11104,8783,6.19,4.89
1_Year,16-19,11292,9770,5.44,4.71
All,16-19,11303,10051,3.89,3.46
1_Month,20-29,501,177,8.55,3.02
3_Month,20-29,4144,1429,6.35,2.19
6_Month,20-29,26226,16178,6.99,4.31
1_Year,20-29,26663,18294,6.01,4.13
All,20-29,26694,18749,4.46,3.14
1_Month,30-39,595,223,7.38,2.77
3_Month,30-39,4189,1575,5.46,2.05
6_Month,30-39,23749,14368,5.84,3.53
1_Year,30-39,24125,15897,5.06,3.33
All,30-39,24177,16215,4.08,2.74
1_Month,40-49,546,145,6.5,1.73
3_Month,40-49,3553,1176,4.82,1.6
6_Month,40-49,20725,10613,5.53,2.83
1_Year,40-49,21041,11541,4.91,2.69
All,40-49,21100,11777,4,2.23
1_Month,50-59,380,69,5.14,0.93
3_Month,50-59,2449,712,4.17,1.21
6_Month,50-59,12804,5688,5.08,2.26
1_Year,50-59,12977,6074,4.61,2.16
All,50-59,13023,6237,3.68,1.76
1_Month,60-69,293,51,3.68,0.64
3_Month,60-69,1591,376,3.15,0.74
6_Month,60-69,7249,2987,4.09,1.69
1_Year,60-69,7360,3127,3.76,1.6
All,60-69,7393,3210,3.06,1.33
1_Month,70-79,155,24,2.31,0.36
3_Month,70-79,702,117,2.01,0.33
6_Month,70-79,2923,852,2.94,0.86
1_Year,70-79,2989,894,2.73,0.82
All,70-79,3009,943,2.27,0.71
1_Month,80+,92,16,3.25,0.56
3_Month,80+,414,78,2.63,0.5
6_Month,80+,1728,464,3.64,0.98
1_Year,80+,1773,487,3.31,0.91
All,80+,1802,532,2.58,0.76
