period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,172,349,18.84,38.23
3_Month,5-11,441,895,17.37,35.25
6_Month,5-11,3078,10240,9.81,32.64
1_Year,5-11,5263,51694,1.07,10.52
All,5-11,5263,53512,0.73,7.38
1_Month,12-15,395,171,38.8,16.8
3_Month,12-15,739,411,29.99,16.68
6_Month,12-15,2423,2586,15.59,16.63
1_Year,12-15,9483,17753,3.98,7.44
All,12-15,9547,19111,2.74,5.49
1_Month,16-19,929,128,45.94,6.33
3_Month,16-19,1525,228,41.19,6.16
6_Month,16-19,4693,1256,24.85,6.65
1_Year,16-19,16044,10115,8.02,5.05
All,16-19,16259,11399,5.22,3.66
1_Month,20-29,2336,200,46.2,3.96
3_Month,20-29,3842,398,40.16,4.16
6_Month,20-29,13590,3049,23.73,5.32
1_Year,20-29,40550,19396,9.25,4.43
All,20-29,41051,22000,6.2,3.32
1_Month,30-39,2236,277,41.55,5.15
3_Month,30-39,3853,524,35.61,4.84
6_Month,30-39,15080,3879,21.47,5.52
1_Year,30-39,39560,18488,8.18,3.82
All,30-39,40020,20373,5.97,3.04
1_Month,40-49,2815,210,46.44,3.46
3_Month,40-49,4715,464,38.3,3.77
6_Month,40-49,15232,3029,21.2,4.22
1_Year,40-49,36747,13830,8.09,3.04
All,40-49,37158,15017,6.12,2.47
1_Month,50-59,2270,193,36.45,3.1
3_Month,50-59,3856,377,29.79,2.91
6_Month,50-59,11303,1905,16.31,2.75
1_Year,50-59,24693,7712,7.5,2.34
All,50-59,24938,8273,5.79,1.92
1_Month,60-69,1818,127,27.49,1.92
3_Month,60-69,3214,220,21.48,1.47
6_Month,60-69,8882,1089,11.61,1.42
1_Year,60-69,16553,4130,6.32,1.58
All,60-69,16723,4360,5.11,1.33
1_Month,70-79,1182,63,18.25,0.97
3_Month,70-79,2243,113,14.37,0.72
6_Month,70-79,5833,487,8.24,0.69
1_Year,70-79,9032,1358,5.08,0.76
All,70-79,9128,1452,4.32,0.69
1_Month,80+,838,79,18.37,1.73
3_Month,80+,1468,133,14.96,1.36
6_Month,80+,3997,393,9.8,0.96
1_Year,80+,5845,873,6.38,0.95
All,80+,5925,943,5.2,0.83
