age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1,29,66,48.4,13.5,6.9,0,0,0,0,0,0
12-15,1,55,14,28.3,17.6,4.8,0,1,0,0,0.3,0
16-19,7,426,37,218.1,98.5,26,0,0,1,0,0,0.7
20-29,12,674,73,110.3,60,44.9,0,0,0,0,0,0
30-39,21,454,65,123.4,43.1,53.2,0,0,0,0,0,0
40-49,35,503,65,146.8,51.2,70.9,0,0,1,0,0,1.1
50-59,39,520,63,103.3,66.5,135.5,0,7,1,0,0.9,2.2
60-69,173,876,82,194.5,147,148.4,0,14,3,0,2.3,5.4
70-79,383,790,70,279.3,208.3,3493,3,25,3,2.2,6.6,149.7
80+,379,760,128,476.8,397.7,1703.9,6,27,6,7.5,14.1,79.9
