period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,359,2847,1.16,9.21
3_Month,5-11,1641,38002,0.38,8.8
6_Month,5-11,1654,38662,0.36,8.34
1_Year,5-11,1654,39998,0.29,6.98
All,5-11,1654,40127,0.25,5.95
1_Month,12-15,518,782,3.36,5.07
3_Month,12-15,6514,14091,3.13,6.78
6_Month,12-15,6638,14431,3.05,6.63
1_Year,12-15,6718,15376,2.64,6.03
All,12-15,6718,15532,2.09,4.82
1_Month,16-19,768,325,5.29,2.24
3_Month,16-19,10507,8386,6.17,4.93
6_Month,16-19,10649,8635,6.06,4.91
1_Year,16-19,10872,9469,5.4,4.7
All,16-19,10881,9735,3.83,3.43
1_Month,20-29,2629,651,6.18,1.53
3_Month,20-29,24469,15257,7.03,4.38
6_Month,20-29,24847,15747,6.9,4.37
1_Year,20-29,25366,17512,5.99,4.14
All,20-29,25387,17935,4.4,3.11
1_Month,30-39,2349,736,5.22,1.64
3_Month,30-39,21754,13414,5.86,3.61
6_Month,30-39,22063,13800,5.74,3.59
1_Year,30-39,22488,15066,5.01,3.36
All,30-39,22520,15358,4,2.73
1_Month,40-49,1963,522,4.56,1.21
3_Month,40-49,19014,9869,5.58,2.9
6_Month,40-49,19299,10116,5.49,2.88
1_Year,40-49,19639,10873,4.9,2.71
All,40-49,19674,11085,3.95,2.22
1_Month,50-59,1300,350,3.97,1.07
3_Month,50-59,11601,5286,5.17,2.36
6_Month,50-59,11764,5399,5.12,2.35
1_Year,50-59,11957,5704,4.64,2.21
All,50-59,11990,5856,3.64,1.78
1_Month,60-69,786,162,3.17,0.65
3_Month,60-69,6381,2756,4.25,1.83
6_Month,60-69,6484,2801,4.21,1.82
1_Year,60-69,6600,2909,3.85,1.7
All,60-69,6623,2981,3.05,1.37
1_Month,70-79,279,34,1.8,0.22
3_Month,70-79,2484,762,3.13,0.96
6_Month,70-79,2524,771,3.11,0.95
1_Year,70-79,2591,809,2.86,0.89
All,70-79,2605,851,2.29,0.75
1_Month,80-89,116,22,2.19,0.42
3_Month,80-89,1087,332,3.58,1.09
6_Month,80-89,1096,338,3.53,1.09
1_Year,80-89,1135,348,3.19,0.98
All,80-89,1148,378,2.4,0.79
1_Month,90+,35,4,3.1,0.35
3_Month,90+,379,83,4.86,1.06
6_Month,90+,383,83,4.81,1.04
1_Year,90+,400,87,4.35,0.95
All,90+,407,98,3.08,0.74
