period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,155,346,14.69,32.8
3_Month,5-11,1057,3276,10.96,33.96
6_Month,5-11,3249,11922,7.63,28.01
1_Year,5-11,4945,51282,0.98,10.13
All,5-11,4945,52883,0.68,7.31
1_Month,12-15,187,158,20.35,17.19
3_Month,12-15,760,820,16.31,17.6
6_Month,12-15,2263,2956,10.58,13.82
1_Year,12-15,8905,17569,3.71,7.31
All,12-15,8958,18838,2.59,5.44
1_Month,16-19,196,57,26.7,7.77
3_Month,16-19,1517,433,24.61,7.02
6_Month,16-19,3948,1313,18.06,6.01
1_Year,16-19,14711,10010,7.4,5.04
All,16-19,14914,11221,4.84,3.64
1_Month,20-29,533,95,26.19,4.67
3_Month,20-29,4937,1109,23.65,5.31
6_Month,20-29,11980,3270,17.54,4.79
1_Year,20-29,37226,19233,8.57,4.43
All,20-29,37694,21685,5.76,3.32
1_Month,30-39,688,130,24.74,4.67
3_Month,30-39,5742,1461,22.41,5.7
6_Month,30-39,13774,4130,15.83,4.75
1_Year,30-39,36362,18222,7.57,3.79
All,30-39,36771,19967,5.55,3.02
1_Month,40-49,756,147,23.77,4.62
3_Month,40-49,5328,1176,20.81,4.59
6_Month,40-49,13058,3206,14.84,3.64
1_Year,40-49,32754,13582,7.3,3.03
All,40-49,33122,14686,5.54,2.46
1_Month,50-59,617,83,18.16,2.44
3_Month,50-59,4012,691,15.94,2.75
6_Month,50-59,9333,1891,11.28,2.29
1_Year,50-59,21413,7441,6.67,2.32
All,50-59,21637,7971,5.14,1.89
1_Month,60-69,565,50,13.09,1.16
3_Month,60-69,3285,421,11.2,1.44
6_Month,60-69,7181,1080,7.96,1.2
1_Year,60-69,13868,3970,5.5,1.58
All,60-69,14027,4189,4.44,1.33
1_Month,70-79,470,28,9.25,0.55
3_Month,70-79,2319,200,8.19,0.71
6_Month,70-79,4616,468,5.72,0.58
1_Year,70-79,7244,1276,4.32,0.76
All,70-79,7331,1368,3.66,0.68
1_Month,80+,269,26,9.97,0.96
3_Month,80+,1699,179,9.88,1.04
6_Month,80+,3101,335,7.2,0.78
1_Year,80+,4643,767,5.49,0.91
All,80+,4721,834,4.42,0.78
