instituteDesc,occupancy,gOccupancy,occupancyDate
Woolfson Medical Center       ,65.2,69.1,2022-10-11T00:00:00.000Z
Barzilai Medical Center       ,75.5,70.4,2022-10-11T00:00:00.000Z
Laniado                       ,80.8,92.2,2022-10-11T00:00:00.000Z
Poriah Hospital               ,80.8,67.6,2022-10-11T00:00:00.000Z
Kaplan Hospital               ,81.3,82.5,2022-10-11T00:00:00.000Z
Assaf Harofeh Medical Center  ,86.5,67.9,2022-10-11T00:00:00.000Z
Bnei Ziom Medical Center      ,87.6,87.3,2022-10-11T00:00:00.000Z
Tel Aviv Medical Center       ,89.7,108.2,2022-10-11T00:00:00.000Z
      Ziv Hospital            ,90.6,71.5,2022-10-11T00:00:00.000Z
Rambam                        ,100.5,84.5,2022-10-11T00:00:00.000Z
Chaim Sheba Medical Center    ,100,98.6,2022-10-11T00:00:00.000Z
Nahariya                      ,107.4,85,2022-10-11T00:00:00.000Z
Shmuel Harofe                 ,108.3,84.5,2022-10-11T00:00:00.000Z
Assuta Ashdod                 ,128.8,93.2,2022-10-11T00:00:00.000Z
,,38.8,2022-10-11T00:00:00.000Z
Rabin K. Beilinson            ,120.3,90.1,2022-10-11T00:00:00.000Z
