age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,345,371,1754,252.4,280.7,188.3,0,0,0,0,0,0
12-15,97,541,352,86.9,225,131.8,0,0,0,0,0,0
16-19,66,1270,304,59.4,373.9,231.5,0,0,0,0,0,0
20-29,234,4495,824,96.7,506.7,473.7,0,3,1,0,0.3,0.6
30-39,315,5363,1022,127.6,652,807.9,1,4,0,0.4,0.5,0
40-49,434,5276,776,188.2,684.1,781.1,1,5,1,0.4,0.6,1
50-59,595,4969,587,329.1,791.5,997.3,1,10,2,0.6,1.6,3.4
60-69,1549,8562,672,1073.1,1587,1172.4,8,37,10,5.5,6.9,17.4
70-79,1718,8419,519,1687.6,2128,2412.2,9,57,15,8.8,14.4,69.7
80+,1274,5782,544,2433.3,2767.1,3178.3,33,120,37,63,57.4,216.2
