instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2023-01-10T00:00:00.000Z
Tel Aviv Medical Center       ,,,2023-01-10T00:00:00.000Z
,,,2023-01-10T00:00:00.000Z
Assuta Ashdod                 ,,,2023-01-10T00:00:00.000Z
Hadassah Mount Scopus         ,77.8,81.7,2023-01-10T00:00:00.000Z
Poriah Hospital               ,87.2,73.1,2023-01-10T00:00:00.000Z
Laniado                       ,94.9,99.5,2023-01-10T00:00:00.000Z
Barzilai Medical Center       ,99,86.5,2023-01-10T00:00:00.000Z
Bnei Ziom Medical Center      ,104.1,87,2023-01-10T00:00:00.000Z
,,,2023-01-10T00:00:00.000Z
Hillel Yaffeh Medical Center  ,110.3,88.2,2023-01-10T00:00:00.000Z
Hadassah Ein Kerem            ,132,105.4,2023-01-10T00:00:00.000Z
Hacarmel Hospital             ,,,2023-01-10T00:00:00.000Z
Haemek Valley Center Hospital ,,,2023-01-10T00:00:00.000Z
The Holy Family               ,,,2023-01-10T00:00:00.000Z
,,,2023-01-10T00:00:00.000Z
Woolfson Medical Center       ,83.6,80.5,2023-01-10T00:00:00.000Z
      Ziv Hospital            ,84.7,73.1,2023-01-10T00:00:00.000Z
Yosephtal Hospital            ,,,2023-01-10T00:00:00.000Z
Meir Hospital                 ,,,2023-01-10T00:00:00.000Z
Mayanei Hayeshua              ,,,2023-01-10T00:00:00.000Z
Chaim Sheba Medical Center    ,114.1,110.1,2023-01-10T00:00:00.000Z
Nahariya                      ,115.4,91.2,2023-01-10T00:00:00.000Z
Soroka Medical Center         ,,,2023-01-10T00:00:00.000Z
,,,2023-01-10T00:00:00.000Z
Kaplan Hospital               ,,,2023-01-10T00:00:00.000Z
Rabin K. Beilinson            ,,,2023-01-10T00:00:00.000Z
Rabin K. Hasharon             ,,,2023-01-10T00:00:00.000Z
Rambam                        ,107.6,89,2023-01-10T00:00:00.000Z
Shmuel Harofe                 ,,,2023-01-10T00:00:00.000Z
Assaf Harofeh Medical Center  ,88.8,71.1,2023-01-10T00:00:00.000Z
Shaare Zedek                  ,112,100.9,2023-01-10T00:00:00.000Z
