period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,248,1953,1.44,11.3
3_Month,5-11,1253,20817,0.55,9.16
6_Month,5-11,1805,39790,0.39,8.63
1_Year,5-11,1805,41235,0.31,7.07
All,5-11,1805,41420,0.26,6.05
1_Month,12-15,264,541,3.24,6.63
3_Month,12-15,3183,5611,3.25,5.73
6_Month,12-15,6754,14717,3.08,6.71
1_Year,12-15,6811,15742,2.63,6.08
All,12-15,6811,15938,2.08,4.87
1_Month,16-19,425,261,6.2,3.81
3_Month,16-19,4479,2263,5.7,2.88
6_Month,16-19,10928,8732,6.14,4.91
1_Year,16-19,11108,9700,5.4,4.72
All,16-19,11118,9975,3.86,3.46
1_Month,20-29,1467,698,6.31,3
3_Month,20-29,11169,4478,6.58,2.64
6_Month,20-29,25744,16044,6.95,4.33
1_Year,20-29,26166,18120,5.98,4.14
All,20-29,26190,18559,4.43,3.14
1_Month,30-39,1733,778,5.51,2.47
3_Month,30-39,11356,4981,5.51,2.42
6_Month,30-39,23164,14186,5.78,3.54
1_Year,30-39,23524,15680,5.02,3.34
All,30-39,23565,15985,4.03,2.74
1_Month,40-49,1461,605,4.94,2.04
3_Month,40-49,9500,3665,4.94,1.91
6_Month,40-49,20210,10495,5.5,2.85
1_Year,40-49,20502,11403,4.88,2.71
All,40-49,20543,11627,3.96,2.24
1_Month,50-59,1011,371,4.06,1.49
3_Month,50-59,6079,2005,4.58,1.51
6_Month,50-59,12438,5631,5.08,2.3
1_Year,50-59,12599,6007,4.59,2.19
All,50-59,12639,6164,3.65,1.78
1_Month,60-69,713,187,3.06,0.8
3_Month,60-69,3325,1029,3.52,1.09
6_Month,60-69,6967,2944,4.12,1.74
1_Year,60-69,7069,3078,3.77,1.64
All,60-69,7093,3155,3.04,1.35
1_Month,70-79,354,65,2.16,0.4
3_Month,70-79,1309,323,2.4,0.59
6_Month,70-79,2777,825,3,0.89
1_Year,70-79,2837,870,2.77,0.85
All,70-79,2855,916,2.27,0.73
1_Month,80+,209,40,2.61,0.5
3_Month,80+,760,192,2.88,0.73
6_Month,80+,1637,451,3.66,1.01
1_Year,80+,1685,472,3.32,0.93
All,80+,1707,516,2.55,0.77
