period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,262,1117,4.91,20.93
3_Month,5-11,768,4882,1.89,11.99
6_Month,5-11,2139,41273,0.47,8.98
1_Year,5-11,2139,42827,0.36,7.25
All,5-11,2139,43058,0.31,6.21
1_Month,12-15,229,343,6.4,9.59
3_Month,12-15,834,1391,3.93,6.55
6_Month,12-15,7024,15117,3.16,6.79
1_Year,12-15,7088,16183,2.69,6.13
All,12-15,7088,16438,2.13,4.95
1_Month,16-19,310,111,11.62,4.16
3_Month,16-19,1249,600,6.6,3.17
6_Month,16-19,11298,8844,6.25,4.89
1_Year,16-19,11488,9841,5.49,4.7
All,16-19,11499,10122,3.94,3.47
1_Month,20-29,861,258,10.16,3.04
3_Month,20-29,4068,1398,6.81,2.34
6_Month,20-29,26801,16316,7.05,4.29
1_Year,20-29,27249,18453,6.07,4.11
All,20-29,27280,18909,4.52,3.13
1_Month,30-39,858,334,8.28,3.22
3_Month,30-39,4121,1579,5.85,2.24
6_Month,30-39,24291,14548,5.89,3.53
1_Year,30-39,24679,16102,5.11,3.33
All,30-39,24732,16423,4.13,2.74
1_Month,40-49,937,251,8.41,2.25
3_Month,40-49,3677,1191,5.37,1.74
6_Month,40-49,21340,10763,5.6,2.83
1_Year,40-49,21668,11703,4.98,2.69
All,40-49,21728,11939,4.07,2.24
1_Month,50-59,682,135,6.42,1.27
3_Month,50-59,2549,711,4.5,1.26
6_Month,50-59,13261,5778,5.13,2.24
1_Year,50-59,13437,6168,4.66,2.14
All,50-59,13484,6332,3.75,1.76
1_Month,60-69,498,74,4.37,0.65
3_Month,60-69,1714,362,3.34,0.71
6_Month,60-69,7573,3024,4.12,1.65
1_Year,60-69,7689,3166,3.8,1.56
All,60-69,7722,3251,3.1,1.31
1_Month,70-79,322,29,3.1,0.28
3_Month,70-79,861,124,2.28,0.33
6_Month,70-79,3153,864,2.98,0.82
1_Year,70-79,3221,907,2.78,0.78
All,70-79,3241,956,2.33,0.69
1_Month,80+,129,19,2.99,0.44
3_Month,80+,446,77,2.68,0.46
6_Month,80+,1821,478,3.63,0.95
1_Year,80+,1865,501,3.31,0.89
All,80+,1895,546,2.61,0.75
