age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2291,5,23575,1711,17857.1,2525.9,0,0,0,0,0,0
12-15,12535,64,8402,3488.4,3555.6,3458.4,0,0,0,0,0,0
16-19,12632,2335,5495,3259.2,3423.3,4784.8,0,0,1,0,0,0.9
20-29,26890,5289,9068,3000,2687.8,4813.6,0,0,1,0,0,0.5
30-39,20941,4845,6015,2440.3,2709.5,4348.9,1,0,9,0.1,0,6.5
40-49,21825,3221,4574,2557.4,2531.5,4265,0,1,15,0,0.8,14
50-59,14565,1509,2501,2054.1,1857.7,3538.4,5,4,16,0.7,4.9,22.6
60-69,11383,733,1401,1778.3,1607.5,2577,19,7,25,3,15.4,46
70-79,6489,282,511,1386.2,1141.1,1710.2,35,5,15,7.5,20.2,50.2
80-89,2147,105,187,1046.5,657.2,1308.5,30,7,20,14.6,43.8,139.9
90+,530,31,71,1168.6,428.9,1648.1,26,0,6,57.3,0,139.3
