period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,130,241,20.67,38.31
3_Month,5-11,430,838,19.11,37.24
6_Month,5-11,1487,4114,12.5,34.58
1_Year,5-11,5257,48833,1.17,10.85
All,5-11,5375,53722,0.74,7.4
1_Month,12-15,197,110,34.93,19.5
3_Month,12-15,761,366,34.67,16.67
6_Month,12-15,1520,1185,22.17,17.29
1_Year,12-15,8843,15599,4.18,7.36
All,12-15,9718,19202,2.79,5.51
1_Month,16-19,823,90,50.58,5.53
3_Month,16-19,2082,258,46.38,5.75
6_Month,16-19,3598,691,33.78,6.49
1_Year,16-19,14950,8108,8.41,4.56
All,16-19,16995,11479,5.43,3.67
1_Month,20-29,2047,179,49.07,4.29
3_Month,20-29,5211,471,45.52,4.11
6_Month,20-29,10146,1581,31.39,4.89
1_Year,20-29,38754,16377,9.83,4.15
All,20-29,42902,22158,6.45,3.33
1_Month,30-39,1969,229,45.78,5.32
3_Month,30-39,5003,608,41.2,5.01
6_Month,30-39,10744,2068,28.45,5.48
1_Year,30-39,38990,16659,8.67,3.7
All,30-39,41769,20575,6.19,3.05
1_Month,40-49,2237,187,47.99,4.01
3_Month,40-49,6020,498,44.22,3.66
6_Month,40-49,11350,1672,28.94,4.26
1_Year,40-49,36454,12327,8.62,2.91
All,40-49,39144,15183,6.4,2.48
1_Month,50-59,1887,157,39.74,3.31
3_Month,50-59,4982,447,35.31,3.17
6_Month,50-59,8993,1136,22.91,2.89
1_Year,50-59,25024,6968,8.03,2.24
All,50-59,26618,8417,6.12,1.93
1_Month,60-69,1517,113,29.99,2.23
3_Month,60-69,4073,269,26.14,1.73
6_Month,60-69,7345,691,16.37,1.54
1_Year,60-69,17119,3769,6.81,1.5
All,60-69,18083,4458,5.45,1.34
1_Month,70-79,1070,58,21.75,1.18
3_Month,70-79,2766,141,18.05,0.92
6_Month,70-79,5082,339,11.65,0.78
1_Year,70-79,9675,1298,5.55,0.74
All,70-79,10095,1508,4.68,0.7
1_Month,80+,743,63,19.35,1.64
3_Month,80+,1899,165,17.55,1.52
6_Month,80+,3593,344,12.83,1.23
1_Year,80+,6378,880,6.94,0.96
All,80+,6613,1000,5.62,0.85
