age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2,39,84,77.6,18.1,8.8,0,0,0,0,0,0
12-15,2,63,22,51.6,20.1,7.6,0,1,0,0,0.3,0
16-19,6,458,43,180.4,105.8,30.4,0,0,1,0,0,0.7
20-29,12,887,85,110.2,78.9,52.2,0,1,0,0,0.1,0
30-39,29,570,103,170.3,54.2,84.2,1,1,0,5.9,0.1,0
40-49,45,635,78,189.4,64.6,84.9,0,0,1,0,0,1.1
50-59,49,694,69,131.1,88.8,146.7,0,7,2,0,0.9,4.3
60-69,210,1101,102,239.4,184.3,184.8,0,16,5,0,2.7,9.1
70-79,440,1072,106,326.2,281.6,3716.7,5,33,7,3.7,8.7,245.4
80+,513,938,146,653.4,488.6,1919,6,32,7,7.6,16.7,92
