age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,10,42,85,197.4,18.9,9,0,0,0,0,0,0
12-15,7,64,26,132.4,19.8,9.3,0,0,0,0,0,0
16-19,11,194,32,317.5,44.3,23.4,0,0,0,0,0,0
20-29,15,456,42,157,40.7,25.2,0,0,1,0,0,0.6
30-39,15,379,53,140.3,35.9,42.8,0,0,0,0,0,0
40-49,19,431,35,137.3,43.6,36.9,0,1,0,0,0.1,0
50-59,22,493,35,117.6,62,67.7,0,2,3,0,0.3,5.8
60-69,80,884,60,269.6,134.8,109.2,0,10,2,0,1.5,3.6
70-79,128,1092,60,350.1,231.2,622.5,0,24,7,0,5.1,72.6
80+,64,782,68,339,319.3,471.7,1,23,6,5.3,9.4,41.6
