instituteDesc,occupancy,gOccupancy,occupancyDate
Soroka Medical Center         ,65.1,81.8,2022-06-22T00:00:00.000Z
Yosephtal Hospital            ,68.8,49.2,2022-06-22T00:00:00.000Z
Hacarmel Hospital             ,71.7,84.9,2022-06-22T00:00:00.000Z
Woolfson Medical Center       ,71.7,79.1,2022-06-22T00:00:00.000Z
Haemek Valley Center Hospital ,80,77.5,2022-06-22T00:00:00.000Z
Poriah Hospital               ,82.1,73.5,2022-06-22T00:00:00.000Z
Hadassah Mount Scopus         ,83.3,84.4,2022-06-22T00:00:00.000Z
Shaare Zedek                  ,84,102.3,2022-06-22T00:00:00.000Z
Barzilai Medical Center       ,86.5,81,2022-06-22T00:00:00.000Z
Meir Hospital                 ,86,89.2,2022-06-22T00:00:00.000Z
Laniado                       ,87.2,90.5,2022-06-22T00:00:00.000Z
Rambam                        ,89.9,89.3,2022-06-22T00:00:00.000Z
Kaplan Hospital               ,93.3,99.6,2022-06-22T00:00:00.000Z
Hillel Yaffeh Medical Center  ,95.9,91.1,2022-06-22T00:00:00.000Z
Assuta Ashdod                 ,96.6,110.2,2022-06-22T00:00:00.000Z
Bnei Ziom Medical Center      ,96.7,91.7,2022-06-22T00:00:00.000Z
      Ziv Hospital            ,96.9,80.4,2022-06-22T00:00:00.000Z
Assaf Harofeh Medical Center  ,98.8,76.1,2022-06-22T00:00:00.000Z
Rabin K. Beilinson            ,100.9,92.7,2022-06-22T00:00:00.000Z
Hadassah Ein Kerem            ,109.7,97.5,2022-06-22T00:00:00.000Z
Chaim Sheba Medical Center    ,109.6,108.4,2022-06-22T00:00:00.000Z
Nahariya                      ,112.1,97.5,2022-06-22T00:00:00.000Z
