period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,679,2723,6.79,27.23
3_Month,5-11,1186,6168,3.06,15.89
6_Month,5-11,2634,43152,0.57,9.31
1_Year,5-11,2635,44768,0.44,7.5
All,5-11,2635,45000,0.38,6.44
1_Month,12-15,548,802,8.67,12.69
3_Month,12-15,1083,1738,5.26,8.44
6_Month,12-15,7395,15626,3.28,6.93
1_Year,12-15,7464,16718,2.79,6.25
All,12-15,7464,16982,2.22,5.06
1_Month,16-19,712,261,14.33,5.25
3_Month,16-19,1490,679,8.54,3.89
6_Month,16-19,11744,8995,6.41,4.91
1_Year,16-19,11946,10010,5.63,4.72
All,16-19,11957,10291,4.06,3.49
1_Month,20-29,1988,624,13.28,4.17
3_Month,20-29,4644,1659,8.22,2.94
6_Month,20-29,28052,16704,7.24,4.31
1_Year,20-29,28541,18879,6.24,4.13
All,20-29,28572,19335,4.67,3.16
1_Month,30-39,2136,778,11.65,4.24
3_Month,30-39,4995,1941,7.29,2.83
6_Month,30-39,25712,15044,6.1,3.57
1_Year,30-39,26148,16627,5.29,3.37
All,30-39,26201,16949,4.3,2.78
1_Month,40-49,2178,596,11.17,3.06
3_Month,40-49,4589,1465,6.82,2.18
6_Month,40-49,22753,11137,5.82,2.85
1_Year,40-49,23112,12097,5.18,2.71
All,40-49,23174,12333,4.25,2.26
1_Month,50-59,1522,353,8.23,1.91
3_Month,50-59,3209,858,5.51,1.47
6_Month,50-59,14232,6004,5.31,2.24
1_Year,50-59,14417,6402,4.83,2.14
All,50-59,14465,6566,3.91,1.77
1_Month,60-69,1112,173,5.67,0.88
3_Month,60-69,2226,429,3.99,0.77
6_Month,60-69,8265,3136,4.25,1.61
1_Year,60-69,8395,3280,3.93,1.54
All,60-69,8428,3366,3.25,1.3
1_Month,70-79,717,59,4.05,0.33
3_Month,70-79,1241,152,2.86,0.35
6_Month,70-79,3589,901,3.11,0.78
1_Year,70-79,3663,944,2.92,0.75
All,70-79,3683,993,2.48,0.67
1_Month,80+,335,41,4.22,0.52
3_Month,80+,645,99,3.27,0.5
6_Month,80+,2046,501,3.75,0.92
1_Year,80+,2090,524,3.44,0.86
All,80+,2121,569,2.75,0.74
