instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-11T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-12-11T00:00:00.000Z
,,,2022-12-11T00:00:00.000Z
Rabin K. Hasharon             ,58.8,53.5,2022-12-11T00:00:00.000Z
Yosephtal Hospital            ,68.8,58.5,2022-12-11T00:00:00.000Z
Assaf Harofeh Medical Center  ,85.7,66.9,2022-12-11T00:00:00.000Z
Poriah Hospital               ,91,73.2,2022-12-11T00:00:00.000Z
Bnei Ziom Medical Center      ,94.2,87.3,2022-12-11T00:00:00.000Z
Meir Hospital                 ,95.5,97.8,2022-12-11T00:00:00.000Z
Barzilai Medical Center       ,100,81,2022-12-11T00:00:00.000Z
Haemek Valley Center Hospital ,101.3,80.1,2022-12-11T00:00:00.000Z
Rambam                        ,104.5,87.1,2022-12-11T00:00:00.000Z
Assuta Ashdod                 ,106.8,93.2,2022-12-11T00:00:00.000Z
,,,2022-12-11T00:00:00.000Z
Hillel Yaffeh Medical Center  ,108.2,90.9,2022-12-11T00:00:00.000Z
Hadassah Mount Scopus         ,119.4,77.1,2022-12-11T00:00:00.000Z
Hadassah Ein Kerem            ,137.9,95.5,2022-12-11T00:00:00.000Z
Hacarmel Hospital             ,,,2022-12-11T00:00:00.000Z
The Holy Family               ,,,2022-12-11T00:00:00.000Z
,,,2022-12-11T00:00:00.000Z
Woolfson Medical Center       ,76.2,70.6,2022-12-11T00:00:00.000Z
      Ziv Hospital            ,79.7,75.2,2022-12-11T00:00:00.000Z
Laniado                       ,103.8,94.2,2022-12-11T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-11T00:00:00.000Z
Nahariya                      ,120,97.4,2022-12-11T00:00:00.000Z
Soroka Medical Center         ,,,2022-12-11T00:00:00.000Z
,,,2022-12-11T00:00:00.000Z
Kaplan Hospital               ,,,2022-12-11T00:00:00.000Z
Chaim Sheba Medical Center    ,122.6,104.9,2022-12-11T00:00:00.000Z
Rabin K. Beilinson            ,128.2,93.1,2022-12-11T00:00:00.000Z
Shmuel Harofe                 ,,,2022-12-11T00:00:00.000Z
Shaare Zedek                  ,,,2022-12-11T00:00:00.000Z
