age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,3,44,112,66.8,20.2,11.7,0,0,0,0,0,0
12-15,6,113,48,118.7,35.6,16.8,0,0,0,0,0,0
16-19,6,510,72,164.5,117.3,51.6,0,0,0,0,0,0
20-29,18,966,128,170,86,77.9,0,0,1,0,0,0.6
30-39,38,781,114,249.5,74.1,92.9,1,2,1,6.6,0.2,0.8
40-49,41,949,96,192.5,96.5,103.2,0,2,0,0,0.2,0
50-59,55,1029,82,168.8,131.2,168.1,0,5,2,0,0.6,4.1
60-69,236,1608,123,325.7,262,227,2,15,4,2.8,2.4,7.4
70-79,452,1567,98,412.3,387.9,2030.7,5,31,5,4.6,7.7,103.6
80+,508,1252,157,784.2,624.5,1217.1,10,50,13,15.4,24.9,100.8
