age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,137,0,3866,190.3,0,386.6,0,0,1,0,0,0.1
12-15,1833,0,946,511.4,0,381.8,0,0,0,0,0,0
16-19,926,194,481,243.8,260.1,411.1,0,0,1,0,0,0.9
20-29,2208,452,670,250.9,216.7,347.3,0,0,2,0,0,1
30-39,2009,482,595,237.7,255.3,418.9,0,0,6,0,0,4.2
40-49,2120,371,452,251.1,276.5,409.6,0,0,16,0,0,14.5
50-59,1445,149,253,205.4,174.6,347.5,1,2,15,0.1,2.3,20.6
60-69,959,75,135,150.5,158,240.6,4,3,14,0.6,6.3,24.9
70-79,589,30,53,126,114.8,178.9,3,0,6,0.6,0,20.3
80-89,172,7,25,85,42.6,144.8,6,0,8,3,0,46.3
90+,36,2,7,80.6,27,140.2,2,0,0,4.5,0,0
