age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2791,0,0,229.6,0,0,0,0,0,0
12-15,57,0,407,16.1,0,161,0,0,0,0,0,0
16-19,32,43,149,8.8,49.4,124.4,0,0,0,0,0,0
20-29,77,153,346,9.1,66.8,168.9,0,1,6,0,0.4,2.9
30-39,181,221,331,22.1,106.8,220.1,0,0,8,0,0,5.3
40-49,212,153,263,25.7,104.2,226.6,1,0,18,0.1,0,15.5
50-59,88,56,164,12.7,60.8,209.6,1,2,24,0.1,2.2,30.7
60-69,63,41,87,10,81.2,151.8,2,2,22,0.3,4,38.4
70-79,53,14,42,11.5,51.4,117.2,5,1,15,1.1,3.7,41.9
80-89,27,12,27,13.5,69.8,149.1,4,0,4,2,0,22.1
90+,2,1,6,4.7,13.6,88.2,0,0,1,0,0,14.7
