period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,115,233,17.11,34.67
3_Month,5-11,458,1137,13.7,34
6_Month,5-11,3200,11337,8.59,30.43
1_Year,5-11,5055,51386,1.01,10.31
All,5-11,5055,53106,0.7,7.34
1_Month,12-15,161,88,28.75,15.71
3_Month,12-15,516,422,21.2,17.34
6_Month,12-15,2286,2832,12.06,14.94
1_Year,12-15,9053,17596,3.79,7.37
All,12-15,9112,18917,2.63,5.45
1_Month,16-19,331,45,39.45,5.36
3_Month,16-19,795,177,30.21,6.72
6_Month,16-19,4057,1255,20.2,6.25
1_Year,16-19,15018,9999,7.57,5.04
All,16-19,15227,11260,4.93,3.64
1_Month,20-29,830,92,36.45,4.04
3_Month,20-29,2263,362,28.05,4.49
6_Month,20-29,12131,3137,19.49,5.04
1_Year,20-29,37995,19223,8.75,4.43
All,20-29,38476,21771,5.86,3.32
1_Month,30-39,830,121,32.2,4.69
3_Month,30-39,2540,508,25.68,5.14
6_Month,30-39,13773,4018,17.8,5.19
1_Year,30-39,37117,18241,7.73,3.8
All,30-39,37553,20076,5.65,3.02
1_Month,40-49,994,107,34.32,3.69
3_Month,40-49,2749,445,25.4,4.11
6_Month,40-49,13337,3109,16.88,3.93
1_Year,40-49,33672,13627,7.5,3.03
All,40-49,34055,14782,5.67,2.46
1_Month,50-59,826,97,25.95,3.05
3_Month,50-59,2212,297,19.56,2.63
6_Month,50-59,9649,1863,12.79,2.47
1_Year,50-59,22179,7510,6.87,2.33
All,50-59,22412,8059,5.29,1.9
1_Month,60-69,756,45,18.91,1.13
3_Month,60-69,1955,185,13.96,1.32
6_Month,60-69,7512,1054,9.03,1.27
1_Year,60-69,14556,4004,5.71,1.57
All,60-69,14719,4229,4.61,1.32
1_Month,70-79,522,23,12.82,0.56
3_Month,70-79,1480,91,10.01,0.62
6_Month,70-79,4910,456,6.45,0.6
1_Year,70-79,7724,1292,4.52,0.76
All,70-79,7814,1385,3.83,0.68
1_Month,80+,322,20,13.11,0.81
3_Month,80+,1014,81,11.7,0.93
6_Month,80+,3270,330,7.97,0.8
1_Year,80+,4940,786,5.7,0.91
All,80+,5020,854,4.61,0.78
