period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
6_Month,5-11,1099,33956,0.22,6.92
All,5-11,1099,34392,0.18,5.63
1_Year,5-11,1099,34314,0.21,6.48
3_Month,5-11,1099,32753,0.29,8.52
1_Month,5-11,914,27670,0.29,8.79
1_Month,12-15,4436,9307,3.1,6.5
All,12-15,5751,13977,1.97,4.78
1_Year,12-15,5751,13862,2.44,5.89
6_Month,12-15,5737,13626,2.65,6.29
3_Month,12-15,5662,12803,3.07,6.95
6_Month,16-19,9427,8760,5.53,5.14
3_Month,16-19,9259,7976,6.28,5.41
All,16-19,9502,9172,3.68,3.55
1_Year,16-19,9494,8941,5.17,4.87
1_Month,16-19,6575,4780,5.87,4.26
1_Month,20-29,15407,9376,7.05,4.29
All,20-29,21401,16760,4.18,3.27
1_Year,20-29,21390,16435,5.67,4.35
6_Month,20-29,21272,16064,6.15,4.65
3_Month,20-29,20817,14367,7.17,4.95
All,30-39,18749,14108,3.82,2.87
1_Month,30-39,14571,9062,5.92,3.68
3_Month,30-39,18253,12387,5.97,4.05
1_Year,30-39,18744,13904,4.79,3.55
6_Month,30-39,18631,13623,5.14,3.76
1_Year,40-49,16461,10029,4.8,2.92
All,40-49,16471,10183,3.83,2.37
3_Month,40-49,16060,9125,5.76,3.27
1_Month,40-49,12524,6490,5.6,2.9
6_Month,40-49,16355,9848,5.12,3.08
1_Month,50-59,7576,3409,5.27,2.37
All,50-59,9908,5320,3.55,1.9
1_Year,50-59,9901,5201,4.62,2.42
6_Month,50-59,9829,5123,4.93,2.57
3_Month,50-59,9667,4823,5.42,2.71
All,60-69,5463,2723,3.02,1.5
1_Year,60-69,5457,2667,3.93,1.92
1_Month,60-69,3978,1765,4.37,1.94
6_Month,60-69,5403,2622,4.22,2.05
3_Month,60-69,5319,2529,4.57,2.17
1_Month,70-79,1544,482,3.42,1.07
6_Month,70-79,2148,709,3.33,1.1
1_Year,70-79,2179,730,3.08,1.03
All,70-79,2184,764,2.38,0.83
3_Month,70-79,2097,681,3.57,1.16
1_Month,80-89,693,232,3.75,1.26
3_Month,80-89,907,296,3.95,1.29
6_Month,80-89,932,304,3.61,1.18
1_Year,80-89,948,311,3.3,1.08
All,80-89,958,339,2.4,0.85
1_Year,90+,351,78,4.53,1.01
1_Month,90+,257,56,5.08,1.11
3_Month,90+,330,73,5.36,1.19
6_Month,90+,338,75,4.87,1.08
All,90+,354,89,3.08,0.77
