date,amount,total
2020-08-21T00:00:00.000Z,13,827
2020-08-22T00:00:00.000Z,10,837
2020-08-23T00:00:00.000Z,13,850
2020-08-24T00:00:00.000Z,16,866
2020-08-25T00:00:00.000Z,19,885
2020-08-26T00:00:00.000Z,11,896
2020-08-27T00:00:00.000Z,11,907
2020-08-28T00:00:00.000Z,13,920
2020-08-29T00:00:00.000Z,5,925
2020-08-30T00:00:00.000Z,14,939
2020-08-31T00:00:00.000Z,23,962
2020-09-01T00:00:00.000Z,15,977
2020-09-02T00:00:00.000Z,13,990
2020-09-03T00:00:00.000Z,16,1006
2020-09-04T00:00:00.000Z,12,1018
2020-09-05T00:00:00.000Z,15,1033
2020-09-06T00:00:00.000Z,12,1045
2020-09-07T00:00:00.000Z,17,1062
2020-09-08T00:00:00.000Z,20,1082
2020-09-09T00:00:00.000Z,15,1097
2020-09-10T00:00:00.000Z,14,1111
2020-09-11T00:00:00.000Z,20,1131
2020-09-12T00:00:00.000Z,15,1146
2020-09-13T00:00:00.000Z,17,1163
2020-09-14T00:00:00.000Z,20,1183
2020-09-15T00:00:00.000Z,16,1199
2020-09-16T00:00:00.000Z,26,1225
2020-09-17T00:00:00.000Z,17,1242
2020-09-18T00:00:00.000Z,21,1263
2020-09-19T00:00:00.000Z,28,1291
2020-09-20T00:00:00.000Z,21,1312
2020-09-21T00:00:00.000Z,32,1344
2020-09-22T00:00:00.000Z,26,1370
2020-09-23T00:00:00.000Z,25,1395
2020-09-24T00:00:00.000Z,31,1426
2020-09-25T00:00:00.000Z,29,1455
2020-09-26T00:00:00.000Z,27,1482
2020-09-27T00:00:00.000Z,32,1514
2020-09-28T00:00:00.000Z,28,1542
2020-09-29T00:00:00.000Z,35,1577
2020-09-30T00:00:00.000Z,37,1614
2020-10-01T00:00:00.000Z,46,1660
2020-10-02T00:00:00.000Z,25,1685
2020-10-03T00:00:00.000Z,38,1723
2020-10-04T00:00:00.000Z,37,1760
2020-10-05T00:00:00.000Z,27,1787
2020-10-06T00:00:00.000Z,45,1832
2020-10-07T00:00:00.000Z,26,1858
2020-10-08T00:00:00.000Z,47,1905
2020-10-09T00:00:00.000Z,40,1945
2020-10-10T00:00:00.000Z,35,1980
2020-10-11T00:00:00.000Z,46,2026
2020-10-12T00:00:00.000Z,30,2056
2020-10-13T00:00:00.000Z,38,2094
2020-10-14T00:00:00.000Z,35,2129
2020-10-15T00:00:00.000Z,30,2159
2020-10-16T00:00:00.000Z,35,2194
2020-10-17T00:00:00.000Z,32,2226
2020-10-18T00:00:00.000Z,33,2259
2020-10-19T00:00:00.000Z,31,2290
2020-10-20T00:00:00.000Z,20,2310
2020-10-21T00:00:00.000Z,25,2335
2020-10-22T00:00:00.000Z,29,2364
2020-10-23T00:00:00.000Z,26,2390
2020-10-24T00:00:00.000Z,27,2417
2020-10-25T00:00:00.000Z,35,2452
2020-10-26T00:00:00.000Z,28,2480
2020-10-27T00:00:00.000Z,28,2508
2020-10-28T00:00:00.000Z,9,2517
2020-10-29T00:00:00.000Z,19,2536
2020-10-30T00:00:00.000Z,12,2548
2020-10-31T00:00:00.000Z,25,2573
2020-11-01T00:00:00.000Z,19,2592
2020-11-02T00:00:00.000Z,15,2607
2020-11-03T00:00:00.000Z,26,2633
2020-11-04T00:00:00.000Z,15,2648
2020-11-05T00:00:00.000Z,14,2662
2020-11-06T00:00:00.000Z,16,2678
2020-11-07T00:00:00.000Z,8,2686
2020-11-08T00:00:00.000Z,7,2693
2020-11-09T00:00:00.000Z,7,2700
2020-11-10T00:00:00.000Z,10,2710
2020-11-11T00:00:00.000Z,7,2717
2020-11-12T00:00:00.000Z,12,2729
2020-11-13T00:00:00.000Z,5,2734
2020-11-14T00:00:00.000Z,12,2746
2020-11-15T00:00:00.000Z,9,2755
2020-11-16T00:00:00.000Z,8,2763
2020-11-17T00:00:00.000Z,12,2775
2020-11-18T00:00:00.000Z,7,2782
2020-11-19T00:00:00.000Z,8,2790
2020-11-20T00:00:00.000Z,6,2796
2020-11-21T00:00:00.000Z,12,2808
2020-11-22T00:00:00.000Z,16,2824
2020-11-23T00:00:00.000Z,7,2831
2020-11-24T00:00:00.000Z,6,2837
2020-11-25T00:00:00.000Z,5,2842
2020-11-26T00:00:00.000Z,9,2851
2020-11-27T00:00:00.000Z,7,2858
2020-11-28T00:00:00.000Z,9,2867
2020-11-29T00:00:00.000Z,10,2877
2020-11-30T00:00:00.000Z,6,2883
2020-12-01T00:00:00.000Z,10,2893
2020-12-02T00:00:00.000Z,5,2898
2020-12-03T00:00:00.000Z,10,2908
2020-12-04T00:00:00.000Z,10,2918
2020-12-05T00:00:00.000Z,10,2928
2020-12-06T00:00:00.000Z,8,2936
2020-12-07T00:00:00.000Z,7,2943
2020-12-08T00:00:00.000Z,12,2955
2020-12-09T00:00:00.000Z,13,2968
2020-12-10T00:00:00.000Z,13,2981
2020-12-11T00:00:00.000Z,11,2992
2020-12-12T00:00:00.000Z,16,3008
2020-12-13T00:00:00.000Z,9,3017
2020-12-14T00:00:00.000Z,11,3028
2020-12-15T00:00:00.000Z,12,3040
2020-12-16T00:00:00.000Z,15,3055
2020-12-17T00:00:00.000Z,17,3072
2020-12-18T00:00:00.000Z,16,3088
2020-12-19T00:00:00.000Z,19,3107
2020-12-20T00:00:00.000Z,19,3126
2020-12-21T00:00:00.000Z,16,3142
2020-12-22T00:00:00.000Z,13,3155
2020-12-23T00:00:00.000Z,25,3180
2020-12-24T00:00:00.000Z,15,3195
2020-12-25T00:00:00.000Z,20,3215
2020-12-26T00:00:00.000Z,23,3238
2020-12-27T00:00:00.000Z,21,3259
2020-12-28T00:00:00.000Z,32,3291
2020-12-29T00:00:00.000Z,25,3316
2020-12-30T00:00:00.000Z,16,3332
2020-12-31T00:00:00.000Z,36,3368
2021-01-01T00:00:00.000Z,34,3402
2021-01-02T00:00:00.000Z,27,3429
2021-01-03T00:00:00.000Z,26,3455
2021-01-04T00:00:00.000Z,37,3492
2021-01-05T00:00:00.000Z,24,3516
2021-01-06T00:00:00.000Z,44,3560
2021-01-07T00:00:00.000Z,48,3608
2021-01-08T00:00:00.000Z,45,3653
2021-01-09T00:00:00.000Z,20,3673
2021-01-10T00:00:00.000Z,41,3714
2021-01-11T00:00:00.000Z,29,3743
2021-01-12T00:00:00.000Z,55,3798
2021-01-13T00:00:00.000Z,57,3855
2021-01-14T00:00:00.000Z,59,3914
2021-01-15T00:00:00.000Z,52,3966
2021-01-16T00:00:00.000Z,47,4013
2021-01-17T00:00:00.000Z,56,4069
2021-01-18T00:00:00.000Z,46,4115
2021-01-19T00:00:00.000Z,43,4158
2021-01-20T00:00:00.000Z,54,4212
2021-01-21T00:00:00.000Z,48,4260
2021-01-22T00:00:00.000Z,66,4326
2021-01-23T00:00:00.000Z,51,4377
2021-01-24T00:00:00.000Z,77,4454
2021-01-25T00:00:00.000Z,60,4514
2021-01-26T00:00:00.000Z,53,4567
2021-01-27T00:00:00.000Z,60,4627
2021-01-28T00:00:00.000Z,49,4676
2021-01-29T00:00:00.000Z,45,4721
2021-01-30T00:00:00.000Z,38,4759
2021-01-31T00:00:00.000Z,52,4811
2021-02-01T00:00:00.000Z,46,4857
2021-02-02T00:00:00.000Z,61,4918
2021-02-03T00:00:00.000Z,57,4975
2021-02-04T00:00:00.000Z,48,5023
2021-02-05T00:00:00.000Z,33,5056
2021-02-06T00:00:00.000Z,52,5108
2021-02-07T00:00:00.000Z,44,5152
2021-02-08T00:00:00.000Z,30,5182
2021-02-09T00:00:00.000Z,43,5225
2021-02-10T00:00:00.000Z,32,5257
2021-02-11T00:00:00.000Z,30,5287
2021-02-12T00:00:00.000Z,41,5328
2021-02-13T00:00:00.000Z,29,5357
2021-02-14T00:00:00.000Z,37,5394
2021-02-15T00:00:00.000Z,16,5410
2021-02-16T00:00:00.000Z,42,5452
2021-02-17T00:00:00.000Z,27,5479
2021-02-18T00:00:00.000Z,35,5514
2021-02-19T00:00:00.000Z,22,5536
2021-02-20T00:00:00.000Z,25,5561
2021-02-21T00:00:00.000Z,24,5585
2021-02-22T00:00:00.000Z,16,5601
2021-02-23T00:00:00.000Z,35,5636
2021-02-24T00:00:00.000Z,27,5663
2021-02-25T00:00:00.000Z,23,5686
2021-02-26T00:00:00.000Z,22,5708
2021-02-27T00:00:00.000Z,29,5737
2021-02-28T00:00:00.000Z,21,5758
2021-03-01T00:00:00.000Z,18,5776
2021-03-02T00:00:00.000Z,21,5797
2021-03-03T00:00:00.000Z,16,5813
2021-03-04T00:00:00.000Z,17,5830
2021-03-05T00:00:00.000Z,18,5848
2021-03-06T00:00:00.000Z,20,5868
2021-03-07T00:00:00.000Z,15,5883
2021-03-08T00:00:00.000Z,22,5905
2021-03-09T00:00:00.000Z,15,5920
2021-03-10T00:00:00.000Z,17,5937
2021-03-11T00:00:00.000Z,18,5955
2021-03-12T00:00:00.000Z,12,5967
2021-03-13T00:00:00.000Z,16,5983
2021-03-14T00:00:00.000Z,27,6010
2021-03-15T00:00:00.000Z,16,6026
2021-03-16T00:00:00.000Z,17,6043
2021-03-17T00:00:00.000Z,13,6056
2021-03-18T00:00:00.000Z,8,6064
2021-03-19T00:00:00.000Z,12,6076
2021-03-20T00:00:00.000Z,7,6083
2021-03-21T00:00:00.000Z,15,6098
2021-03-22T00:00:00.000Z,13,6111
2021-03-23T00:00:00.000Z,15,6126
2021-03-24T00:00:00.000Z,10,6136
2021-03-25T00:00:00.000Z,10,6146
2021-03-26T00:00:00.000Z,11,6157
2021-03-27T00:00:00.000Z,6,6163
2021-03-28T00:00:00.000Z,12,6175
2021-03-29T00:00:00.000Z,10,6185
2021-03-30T00:00:00.000Z,11,6196
2021-03-31T00:00:00.000Z,16,6212
2021-04-01T00:00:00.000Z,7,6219
2021-04-02T00:00:00.000Z,16,6235
2021-04-03T00:00:00.000Z,7,6242
2021-04-04T00:00:00.000Z,8,6250
2021-04-05T00:00:00.000Z,6,6256
2021-04-06T00:00:00.000Z,6,6262
2021-04-07T00:00:00.000Z,9,6271
2021-04-08T00:00:00.000Z,11,6282
2021-04-09T00:00:00.000Z,10,6292
2021-04-10T00:00:00.000Z,9,6301
2021-04-11T00:00:00.000Z,6,6307
2021-04-12T00:00:00.000Z,6,6313
2021-04-13T00:00:00.000Z,13,6326
2021-04-14T00:00:00.000Z,3,6329
2021-04-15T00:00:00.000Z,2,6331
2021-04-16T00:00:00.000Z,5,6336
2021-04-17T00:00:00.000Z,6,6342
2021-04-18T00:00:00.000Z,4,6346
2021-04-19T00:00:00.000Z,3,6349
2021-04-20T00:00:00.000Z,3,6352
2021-04-21T00:00:00.000Z,2,6354
2021-04-22T00:00:00.000Z,1,6355
2021-04-23T00:00:00.000Z,3,6358
2021-04-24T00:00:00.000Z,3,6361
2021-04-25T00:00:00.000Z,2,6363
2021-04-26T00:00:00.000Z,1,6364
2021-04-27T00:00:00.000Z,4,6368
2021-04-28T00:00:00.000Z,0,6368
2021-04-29T00:00:00.000Z,1,6369
2021-04-30T00:00:00.000Z,1,6370
2021-05-01T00:00:00.000Z,1,6371
2021-05-02T00:00:00.000Z,1,6372
2021-05-03T00:00:00.000Z,2,6374
2021-05-04T00:00:00.000Z,1,6375
2021-05-05T00:00:00.000Z,2,6377
2021-05-06T00:00:00.000Z,2,6379
2021-05-07T00:00:00.000Z,1,6380
2021-05-08T00:00:00.000Z,1,6381
2021-05-09T00:00:00.000Z,1,6382
2021-05-10T00:00:00.000Z,0,6382
2021-05-11T00:00:00.000Z,1,6383
2021-05-12T00:00:00.000Z,0,6383
2021-05-13T00:00:00.000Z,2,6385
2021-05-14T00:00:00.000Z,0,6385
2021-05-15T00:00:00.000Z,1,6386
2021-05-16T00:00:00.000Z,1,6387
2021-05-17T00:00:00.000Z,2,6389
