period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,192,1032,3,16.14
3_Month,5-11,820,7382,1.12,10.08
6_Month,5-11,1921,40428,0.42,8.77
1_Year,5-11,1921,41884,0.33,7.14
All,5-11,1921,42092,0.28,6.12
1_Month,12-15,174,252,5.06,7.33
3_Month,12-15,1181,1952,3.39,5.61
6_Month,12-15,6859,14859,3.11,6.73
1_Year,12-15,6918,15873,2.65,6.09
All,12-15,6918,16100,2.1,4.89
1_Month,16-19,233,92,8.76,3.46
3_Month,16-19,1700,788,5.67,2.63
6_Month,16-19,11042,8766,6.17,4.9
1_Year,16-19,11222,9743,5.42,4.71
All,16-19,11233,10020,3.88,3.46
1_Month,20-29,680,215,8.22,2.6
3_Month,20-29,5030,1768,6.25,2.2
6_Month,20-29,26044,16128,6.97,4.32
1_Year,20-29,26469,18223,6,4.13
All,20-29,26496,18670,4.45,3.13
1_Month,30-39,815,259,6.97,2.21
3_Month,30-39,5125,1907,5.36,1.99
6_Month,30-39,23561,14308,5.82,3.54
1_Year,30-39,23924,15827,5.04,3.34
All,30-39,23970,16138,4.07,2.74
1_Month,40-49,695,191,6.04,1.66
3_Month,40-49,4336,1429,4.78,1.57
6_Month,40-49,20544,10567,5.52,2.84
1_Year,40-49,20840,11481,4.9,2.7
All,40-49,20885,11712,3.99,2.24
1_Month,50-59,494,104,4.95,1.04
3_Month,50-59,2911,835,4.2,1.2
6_Month,50-59,12659,5660,5.08,2.27
1_Year,50-59,12823,6042,4.6,2.17
All,50-59,12865,6202,3.67,1.77
1_Month,60-69,371,53,3.52,0.5
3_Month,60-69,1772,432,3.14,0.77
6_Month,60-69,7141,2963,4.11,1.7
1_Year,60-69,7243,3101,3.77,1.61
All,60-69,7269,3180,3.05,1.33
1_Month,70-79,194,26,2.34,0.31
3_Month,70-79,755,150,2.04,0.4
6_Month,70-79,2861,838,2.97,0.87
1_Year,70-79,2924,881,2.75,0.83
All,70-79,2942,928,2.27,0.72
1_Month,80+,135,22,3.35,0.55
3_Month,80+,458,88,2.72,0.52
6_Month,80+,1703,458,3.68,0.99
1_Year,80+,1750,480,3.34,0.92
All,80+,1774,525,2.58,0.76
