date,amount,total
2020-08-21T00:00:00.000Z,13,827
2020-08-22T00:00:00.000Z,10,837
2020-08-23T00:00:00.000Z,13,850
2020-08-24T00:00:00.000Z,16,866
2020-08-25T00:00:00.000Z,19,885
2020-08-26T00:00:00.000Z,11,896
2020-08-27T00:00:00.000Z,11,907
2020-08-28T00:00:00.000Z,13,920
2020-08-29T00:00:00.000Z,5,925
2020-08-30T00:00:00.000Z,14,939
2020-08-31T00:00:00.000Z,23,962
2020-09-01T00:00:00.000Z,15,977
2020-09-02T00:00:00.000Z,14,991
2020-09-03T00:00:00.000Z,16,1007
2020-09-04T00:00:00.000Z,12,1019
2020-09-05T00:00:00.000Z,15,1034
2020-09-06T00:00:00.000Z,12,1046
2020-09-07T00:00:00.000Z,17,1063
2020-09-08T00:00:00.000Z,20,1083
2020-09-09T00:00:00.000Z,15,1098
2020-09-10T00:00:00.000Z,14,1112
2020-09-11T00:00:00.000Z,20,1132
2020-09-12T00:00:00.000Z,15,1147
2020-09-13T00:00:00.000Z,17,1164
2020-09-14T00:00:00.000Z,20,1184
2020-09-15T00:00:00.000Z,16,1200
2020-09-16T00:00:00.000Z,26,1226
2020-09-17T00:00:00.000Z,17,1243
2020-09-18T00:00:00.000Z,21,1264
2020-09-19T00:00:00.000Z,28,1292
2020-09-20T00:00:00.000Z,21,1313
2020-09-21T00:00:00.000Z,32,1345
2020-09-22T00:00:00.000Z,26,1371
2020-09-23T00:00:00.000Z,25,1396
2020-09-24T00:00:00.000Z,31,1427
2020-09-25T00:00:00.000Z,30,1457
2020-09-26T00:00:00.000Z,27,1484
2020-09-27T00:00:00.000Z,32,1516
2020-09-28T00:00:00.000Z,28,1544
2020-09-29T00:00:00.000Z,35,1579
2020-09-30T00:00:00.000Z,37,1616
2020-10-01T00:00:00.000Z,46,1662
2020-10-02T00:00:00.000Z,25,1687
2020-10-03T00:00:00.000Z,38,1725
2020-10-04T00:00:00.000Z,37,1762
2020-10-05T00:00:00.000Z,27,1789
2020-10-06T00:00:00.000Z,45,1834
2020-10-07T00:00:00.000Z,26,1860
2020-10-08T00:00:00.000Z,47,1907
2020-10-09T00:00:00.000Z,40,1947
2020-10-10T00:00:00.000Z,35,1982
2020-10-11T00:00:00.000Z,46,2028
2020-10-12T00:00:00.000Z,30,2058
2020-10-13T00:00:00.000Z,38,2096
2020-10-14T00:00:00.000Z,35,2131
2020-10-15T00:00:00.000Z,30,2161
2020-10-16T00:00:00.000Z,35,2196
2020-10-17T00:00:00.000Z,32,2228
2020-10-18T00:00:00.000Z,33,2261
2020-10-19T00:00:00.000Z,31,2292
2020-10-20T00:00:00.000Z,20,2312
2020-10-21T00:00:00.000Z,25,2337
2020-10-22T00:00:00.000Z,29,2366
2020-10-23T00:00:00.000Z,26,2392
2020-10-24T00:00:00.000Z,27,2419
2020-10-25T00:00:00.000Z,35,2454
2020-10-26T00:00:00.000Z,28,2482
2020-10-27T00:00:00.000Z,28,2510
2020-10-28T00:00:00.000Z,9,2519
2020-10-29T00:00:00.000Z,19,2538
2020-10-30T00:00:00.000Z,12,2550
2020-10-31T00:00:00.000Z,25,2575
2020-11-01T00:00:00.000Z,19,2594
2020-11-02T00:00:00.000Z,15,2609
2020-11-03T00:00:00.000Z,26,2635
2020-11-04T00:00:00.000Z,15,2650
2020-11-05T00:00:00.000Z,14,2664
2020-11-06T00:00:00.000Z,16,2680
2020-11-07T00:00:00.000Z,8,2688
2020-11-08T00:00:00.000Z,7,2695
2020-11-09T00:00:00.000Z,7,2702
2020-11-10T00:00:00.000Z,10,2712
2020-11-11T00:00:00.000Z,7,2719
2020-11-12T00:00:00.000Z,12,2731
2020-11-13T00:00:00.000Z,5,2736
2020-11-14T00:00:00.000Z,12,2748
2020-11-15T00:00:00.000Z,9,2757
2020-11-16T00:00:00.000Z,8,2765
2020-11-17T00:00:00.000Z,12,2777
2020-11-18T00:00:00.000Z,7,2784
2020-11-19T00:00:00.000Z,8,2792
2020-11-20T00:00:00.000Z,6,2798
2020-11-21T00:00:00.000Z,12,2810
2020-11-22T00:00:00.000Z,16,2826
2020-11-23T00:00:00.000Z,7,2833
2020-11-24T00:00:00.000Z,6,2839
2020-11-25T00:00:00.000Z,5,2844
2020-11-26T00:00:00.000Z,9,2853
2020-11-27T00:00:00.000Z,7,2860
2020-11-28T00:00:00.000Z,9,2869
2020-11-29T00:00:00.000Z,10,2879
2020-11-30T00:00:00.000Z,7,2886
2020-12-01T00:00:00.000Z,10,2896
2020-12-02T00:00:00.000Z,5,2901
2020-12-03T00:00:00.000Z,10,2911
2020-12-04T00:00:00.000Z,10,2921
2020-12-05T00:00:00.000Z,10,2931
2020-12-06T00:00:00.000Z,8,2939
2020-12-07T00:00:00.000Z,7,2946
2020-12-08T00:00:00.000Z,12,2958
2020-12-09T00:00:00.000Z,13,2971
2020-12-10T00:00:00.000Z,13,2984
2020-12-11T00:00:00.000Z,12,2996
2020-12-12T00:00:00.000Z,16,3012
2020-12-13T00:00:00.000Z,9,3021
2020-12-14T00:00:00.000Z,11,3032
2020-12-15T00:00:00.000Z,12,3044
2020-12-16T00:00:00.000Z,15,3059
2020-12-17T00:00:00.000Z,17,3076
2020-12-18T00:00:00.000Z,16,3092
2020-12-19T00:00:00.000Z,19,3111
2020-12-20T00:00:00.000Z,19,3130
2020-12-21T00:00:00.000Z,16,3146
2020-12-22T00:00:00.000Z,13,3159
2020-12-23T00:00:00.000Z,25,3184
2020-12-24T00:00:00.000Z,15,3199
2020-12-25T00:00:00.000Z,20,3219
2020-12-26T00:00:00.000Z,23,3242
2020-12-27T00:00:00.000Z,21,3263
2020-12-28T00:00:00.000Z,32,3295
2020-12-29T00:00:00.000Z,25,3320
2020-12-30T00:00:00.000Z,16,3336
2020-12-31T00:00:00.000Z,36,3372
2021-01-01T00:00:00.000Z,34,3406
2021-01-02T00:00:00.000Z,27,3433
2021-01-03T00:00:00.000Z,26,3459
2021-01-04T00:00:00.000Z,37,3496
2021-01-05T00:00:00.000Z,24,3520
2021-01-06T00:00:00.000Z,44,3564
2021-01-07T00:00:00.000Z,48,3612
2021-01-08T00:00:00.000Z,45,3657
2021-01-09T00:00:00.000Z,20,3677
2021-01-10T00:00:00.000Z,41,3718
2021-01-11T00:00:00.000Z,29,3747
2021-01-12T00:00:00.000Z,55,3802
2021-01-13T00:00:00.000Z,57,3859
2021-01-14T00:00:00.000Z,59,3918
2021-01-15T00:00:00.000Z,53,3971
2021-01-16T00:00:00.000Z,47,4018
2021-01-17T00:00:00.000Z,56,4074
2021-01-18T00:00:00.000Z,46,4120
2021-01-19T00:00:00.000Z,43,4163
2021-01-20T00:00:00.000Z,54,4217
2021-01-21T00:00:00.000Z,48,4265
2021-01-22T00:00:00.000Z,66,4331
2021-01-23T00:00:00.000Z,51,4382
2021-01-24T00:00:00.000Z,77,4459
2021-01-25T00:00:00.000Z,60,4519
2021-01-26T00:00:00.000Z,53,4572
2021-01-27T00:00:00.000Z,60,4632
2021-01-28T00:00:00.000Z,49,4681
2021-01-29T00:00:00.000Z,45,4726
2021-01-30T00:00:00.000Z,38,4764
2021-01-31T00:00:00.000Z,52,4816
2021-02-01T00:00:00.000Z,46,4862
2021-02-02T00:00:00.000Z,61,4923
2021-02-03T00:00:00.000Z,57,4980
2021-02-04T00:00:00.000Z,48,5028
2021-02-05T00:00:00.000Z,33,5061
2021-02-06T00:00:00.000Z,52,5113
2021-02-07T00:00:00.000Z,44,5157
2021-02-08T00:00:00.000Z,30,5187
2021-02-09T00:00:00.000Z,43,5230
2021-02-10T00:00:00.000Z,32,5262
2021-02-11T00:00:00.000Z,30,5292
2021-02-12T00:00:00.000Z,40,5332
2021-02-13T00:00:00.000Z,29,5361
2021-02-14T00:00:00.000Z,37,5398
2021-02-15T00:00:00.000Z,16,5414
2021-02-16T00:00:00.000Z,42,5456
2021-02-17T00:00:00.000Z,27,5483
2021-02-18T00:00:00.000Z,34,5517
2021-02-19T00:00:00.000Z,22,5539
2021-02-20T00:00:00.000Z,25,5564
2021-02-21T00:00:00.000Z,24,5588
2021-02-22T00:00:00.000Z,16,5604
2021-02-23T00:00:00.000Z,35,5639
2021-02-24T00:00:00.000Z,26,5665
2021-02-25T00:00:00.000Z,23,5688
2021-02-26T00:00:00.000Z,22,5710
2021-02-27T00:00:00.000Z,28,5738
2021-02-28T00:00:00.000Z,21,5759
2021-03-01T00:00:00.000Z,18,5777
2021-03-02T00:00:00.000Z,21,5798
2021-03-03T00:00:00.000Z,16,5814
2021-03-04T00:00:00.000Z,17,5831
2021-03-05T00:00:00.000Z,18,5849
2021-03-06T00:00:00.000Z,20,5869
2021-03-07T00:00:00.000Z,15,5884
2021-03-08T00:00:00.000Z,22,5906
2021-03-09T00:00:00.000Z,16,5922
2021-03-10T00:00:00.000Z,17,5939
2021-03-11T00:00:00.000Z,18,5957
2021-03-12T00:00:00.000Z,12,5969
2021-03-13T00:00:00.000Z,16,5985
2021-03-14T00:00:00.000Z,27,6012
2021-03-15T00:00:00.000Z,16,6028
2021-03-16T00:00:00.000Z,16,6044
2021-03-17T00:00:00.000Z,14,6058
2021-03-18T00:00:00.000Z,8,6066
2021-03-19T00:00:00.000Z,12,6078
2021-03-20T00:00:00.000Z,7,6085
2021-03-21T00:00:00.000Z,15,6100
2021-03-22T00:00:00.000Z,13,6113
2021-03-23T00:00:00.000Z,15,6128
2021-03-24T00:00:00.000Z,10,6138
2021-03-25T00:00:00.000Z,10,6148
2021-03-26T00:00:00.000Z,11,6159
2021-03-27T00:00:00.000Z,6,6165
2021-03-28T00:00:00.000Z,12,6177
2021-03-29T00:00:00.000Z,9,6186
2021-03-30T00:00:00.000Z,11,6197
2021-03-31T00:00:00.000Z,16,6213
2021-04-01T00:00:00.000Z,7,6220
2021-04-02T00:00:00.000Z,15,6235
2021-04-03T00:00:00.000Z,7,6242
2021-04-04T00:00:00.000Z,8,6250
2021-04-05T00:00:00.000Z,6,6256
2021-04-06T00:00:00.000Z,6,6262
2021-04-07T00:00:00.000Z,4,6266
