age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,12051,11,52505,4854.7,,5764,0,0,1,0,,0.1
12-15,18977,828,11980,5342.2,5236.5,4957,1,0,4,0.3,0,1.7
16-19,18067,3323,5671,4489.6,5595.8,4950,1,0,2,0.2,0,1.7
20-29,34641,8029,9896,3693,4752.1,5365.2,6,1,10,0.6,0.6,5.4
30-39,40077,9141,10529,4475.9,5996.7,7759.4,8,3,11,0.9,2,8.1
40-49,39849,5840,7751,4534.9,5317.9,7352.6,9,3,25,1,2.7,23.7
50-59,26710,3022,4438,3690.7,4179.7,6471.5,37,14,47,5.1,19.4,68.5
60-69,21123,1932,3012,3265.9,4652.5,5605.2,77,22,61,11.9,53,113.5
70-79,11854,835,1592,2505.2,3594.2,5823.6,128,35,89,27.1,150.7,325.6
80-89,5659,381,850,2726.4,2499.3,6389.5,172,33,112,82.9,216.5,841.9
90+,1820,104,312,3921.8,1473.9,8578.5,55,10,48,118.5,141.7,1319.8
