period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,920,3063,10.15,33.79
3_Month,5-11,2750,10176,8.16,30.18
6_Month,5-11,3674,20535,2.6,14.52
1_Year,5-11,4614,51535,0.76,8.5
All,5-11,4614,52001,0.64,7.22
1_Month,12-15,502,596,14.56,17.29
3_Month,12-15,1767,2405,10.78,14.67
6_Month,12-15,3340,5146,5.13,7.9
1_Year,12-15,8595,18071,3.17,6.66
All,12-15,8600,18505,2.5,5.37
1_Month,16-19,1316,364,24.46,6.76
3_Month,16-19,3270,1083,18.78,6.22
6_Month,16-19,5486,2091,9.59,3.66
1_Year,16-19,14368,10715,6.51,4.86
All,16-19,14450,11091,4.71,3.62
1_Month,20-29,4220,1041,23,5.67
3_Month,20-29,9893,2778,18.28,5.13
6_Month,20-29,16109,4986,10.58,3.28
1_Year,20-29,36156,20798,7.43,4.28
All,20-29,36268,21421,5.59,3.3
1_Month,30-39,4821,1304,21.7,5.87
3_Month,30-39,11287,3528,16.72,5.23
6_Month,30-39,17683,6001,9.45,3.21
1_Year,30-39,34973,19153,6.58,3.6
All,30-39,35100,19596,5.36,2.99
1_Month,40-49,4237,1019,19.68,4.73
3_Month,40-49,10628,2674,15.58,3.92
6_Month,40-49,16017,4480,8.81,2.46
1_Year,40-49,31230,14044,6.46,2.9
All,40-49,31370,14356,5.32,2.43
1_Month,50-59,3096,594,15.02,2.88
3_Month,50-59,7480,1571,11.64,2.44
6_Month,50-59,11023,2604,7.49,1.77
1_Year,50-59,20161,7565,6,2.25
All,50-59,20261,7768,4.91,1.88
1_Month,60-69,2419,345,10.5,1.5
3_Month,60-69,5610,876,8.09,1.26
6_Month,60-69,7699,1406,5.77,1.05
1_Year,60-69,12735,3939,4.99,1.54
All,60-69,12823,4051,4.19,1.32
1_Month,70-79,1552,153,7.52,0.74
3_Month,70-79,3464,367,5.63,0.6
6_Month,70-79,4307,552,4.21,0.54
1_Year,70-79,6330,1237,3.87,0.76
All,70-79,6371,1298,3.36,0.68
1_Month,80+,1213,130,9.45,1.01
3_Month,80+,2309,250,7.08,0.77
6_Month,80+,2817,364,5.46,0.71
1_Year,80+,4013,722,4.86,0.87
All,80+,4059,775,4.04,0.77
