period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,205,1046,3.43,17.52
3_Month,5-11,770,6194,1.3,10.43
6_Month,5-11,1958,40570,0.42,8.8
1_Year,5-11,1958,42028,0.33,7.16
All,5-11,1958,42242,0.28,6.13
1_Month,12-15,188,252,5.67,7.6
3_Month,12-15,1023,1663,3.54,5.75
6_Month,12-15,6895,14893,3.12,6.74
1_Year,12-15,6954,15904,2.66,6.09
All,12-15,6954,16135,2.11,4.9
1_Month,16-19,202,88,8.61,3.75
3_Month,16-19,1459,706,5.67,2.74
6_Month,16-19,11054,8773,6.17,4.9
1_Year,16-19,11235,9752,5.42,4.71
All,16-19,11246,10029,3.88,3.46
1_Month,20-29,644,201,8.83,2.76
3_Month,20-29,4586,1590,6.3,2.18
6_Month,20-29,26129,16150,6.98,4.32
1_Year,20-29,26557,18251,6.01,4.13
All,20-29,26584,18698,4.46,3.13
1_Month,30-39,734,247,7.38,2.48
3_Month,30-39,4608,1718,5.38,2
6_Month,30-39,23649,14337,5.83,3.53
1_Year,30-39,24013,15858,5.05,3.33
All,30-39,24059,16170,4.07,2.74
1_Month,40-49,638,165,6.33,1.64
3_Month,40-49,3923,1284,4.8,1.57
6_Month,40-49,20641,10586,5.53,2.83
1_Year,40-49,20939,11504,4.91,2.7
All,40-49,20984,11735,4,2.23
1_Month,50-59,447,87,5.01,0.98
3_Month,50-59,2686,765,4.21,1.2
6_Month,50-59,12734,5669,5.08,2.26
1_Year,50-59,12898,6052,4.61,2.16
All,50-59,12941,6212,3.68,1.77
1_Month,60-69,327,48,3.49,0.51
3_Month,60-69,1653,400,3.11,0.75
6_Month,60-69,7184,2975,4.1,1.7
1_Year,60-69,7286,3113,3.76,1.61
All,60-69,7312,3192,3.05,1.33
1_Month,70-79,180,22,2.36,0.29
3_Month,70-79,732,130,2.04,0.36
6_Month,70-79,2887,842,2.96,0.86
1_Year,70-79,2951,885,2.74,0.82
All,70-79,2969,932,2.27,0.71
1_Month,80+,126,21,3.57,0.59
3_Month,80+,431,84,2.65,0.52
6_Month,80+,1714,462,3.66,0.99
1_Year,80+,1760,484,3.33,0.92
All,80+,1785,529,2.58,0.76
