period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,378,2747,1.34,9.74
3_Month,5-11,1602,34827,0.41,8.9
6_Month,5-11,1770,39413,0.38,8.51
1_Year,5-11,1770,40830,0.31,7.04
All,5-11,1770,40961,0.26,6.01
1_Month,12-15,495,772,3.56,5.56
3_Month,12-15,5629,11378,3.13,6.33
6_Month,12-15,6749,14574,3.08,6.66
1_Year,12-15,6834,15577,2.65,6.04
All,12-15,6834,15734,2.1,4.84
1_Month,16-19,746,336,5.73,2.58
3_Month,16-19,8383,5717,5.83,3.98
6_Month,16-19,10830,8666,6.12,4.9
1_Year,16-19,11063,9557,5.42,4.68
All,16-19,11072,9824,3.86,3.43
1_Month,20-29,2665,730,6.4,1.75
3_Month,20-29,20547,11294,6.86,3.77
6_Month,20-29,25464,15848,6.95,4.32
1_Year,20-29,26019,17754,6.02,4.11
All,20-29,26040,18178,4.44,3.1
1_Month,30-39,2602,832,5.53,1.77
3_Month,30-39,19561,10945,5.78,3.23
6_Month,30-39,22845,13979,5.79,3.54
1_Year,30-39,23289,15332,5.05,3.32
All,30-39,23322,15627,4.05,2.71
1_Month,40-49,2164,602,4.87,1.36
3_Month,40-49,16734,7879,5.39,2.54
6_Month,40-49,19919,10274,5.51,2.84
1_Year,40-49,20280,11084,4.91,2.68
All,40-49,20315,11296,3.98,2.21
1_Month,50-59,1444,364,4.13,1.04
3_Month,50-59,10356,4213,4.98,2.03
6_Month,50-59,12212,5486,5.11,2.29
1_Year,50-59,12412,5814,4.63,2.17
All,50-59,12446,5967,3.67,1.76
1_Month,60-69,884,191,3.07,0.66
3_Month,60-69,5620,2195,4.01,1.57
6_Month,60-69,6780,2874,4.16,1.76
1_Year,60-69,6901,2988,3.82,1.65
All,60-69,6925,3063,3.05,1.35
1_Month,70-79,363,55,1.93,0.29
3_Month,70-79,2209,622,2.92,0.82
6_Month,70-79,2677,796,3.05,0.91
1_Year,70-79,2748,835,2.82,0.86
All,70-79,2762,878,2.29,0.73
1_Month,80-89,136,19,2.03,0.28
3_Month,80-89,979,286,3.31,0.97
6_Month,80-89,1155,342,3.44,1.02
1_Year,80-89,1194,354,3.13,0.93
All,80-89,1207,384,2.39,0.76
1_Month,90+,47,4,3.28,0.28
3_Month,90+,344,69,4.55,0.91
6_Month,90+,406,85,4.76,1
1_Year,90+,423,89,4.32,0.91
All,90+,430,100,3.11,0.72
