period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,95,198,15.91,33.17
3_Month,5-11,471,1159,13.59,33.43
6_Month,5-11,3192,11390,8.48,30.25
1_Year,5-11,5032,51350,1.01,10.3
All,5-11,5032,53061,0.7,7.33
1_Month,12-15,134,79,27.52,16.22
3_Month,12-15,505,436,20.52,17.72
6_Month,12-15,2274,2844,11.89,14.87
1_Year,12-15,9024,17586,3.78,7.36
All,12-15,9083,18906,2.62,5.45
1_Month,16-19,261,42,36.15,5.82
3_Month,16-19,758,181,28.4,6.78
6_Month,16-19,3988,1261,19.82,6.27
1_Year,16-19,14936,9997,7.53,5.04
All,16-19,15145,11255,4.9,3.64
1_Month,20-29,706,83,35.5,4.17
3_Month,20-29,2252,381,27.02,4.57
6_Month,20-29,12018,3140,19.28,5.04
1_Year,20-29,37841,19210,8.72,4.43
All,20-29,38319,21755,5.84,3.32
1_Month,30-39,702,109,30.39,4.72
3_Month,30-39,2552,527,25.01,5.16
6_Month,30-39,13671,4013,17.6,5.17
1_Year,30-39,36954,18224,7.7,3.8
All,30-39,37388,20055,5.63,3.02
1_Month,40-49,853,103,32.41,3.91
3_Month,40-49,2727,456,24.6,4.11
6_Month,40-49,13197,3103,16.64,3.91
1_Year,40-49,33486,13614,7.46,3.03
All,40-49,33868,14768,5.65,2.46
1_Month,50-59,739,84,25.04,2.85
3_Month,50-59,2182,297,18.83,2.56
6_Month,50-59,9545,1848,12.63,2.45
1_Year,50-59,22050,7490,6.84,2.32
All,50-59,22283,8038,5.26,1.9
1_Month,60-69,687,46,17.85,1.2
3_Month,60-69,1932,196,13.47,1.37
6_Month,60-69,7413,1056,8.9,1.27
1_Year,60-69,14447,4003,5.68,1.57
All,60-69,14610,4227,4.58,1.32
1_Month,70-79,508,26,12.67,0.65
3_Month,70-79,1488,96,9.83,0.63
6_Month,70-79,4856,457,6.38,0.6
1_Year,70-79,7667,1290,4.5,0.76
All,70-79,7757,1383,3.81,0.68
1_Month,80+,288,20,12.21,0.85
3_Month,80+,1012,86,11.31,0.96
6_Month,80+,3221,330,7.88,0.81
1_Year,80+,4880,784,5.66,0.91
All,80+,4960,852,4.57,0.78
