age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,56,0,533,16.1,0,210.5,0,0,0,0,0,0
16-19,55,94,214,15.7,101,174.1,0,0,0,0,0,0
20-29,89,199,425,10.9,83.7,197.9,0,1,6,0,0.4,2.8
30-39,173,239,434,21.7,111.7,278.1,0,0,11,0,0,7
40-49,147,170,346,18.1,111.5,287.5,2,0,33,0.2,0,27.4
50-59,67,76,187,9.8,80,227.6,2,2,46,0.3,2.1,56
60-69,62,56,139,9.9,108.5,235.1,6,4,38,1,7.8,64.3
70-79,57,33,88,12.5,118.9,225.1,11,4,20,2.4,14.4,51.2
80-89,42,11,46,21.1,63.6,238.3,6,1,11,3,5.8,57
90+,6,4,12,14.1,55.3,162.5,2,1,3,4.7,13.8,40.6
