age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,78,0,719,22.8,0,283.6,0,0,0,0,0,0
16-19,91,130,293,26.4,136.4,235.5,0,0,0,0,0,0
20-29,144,307,546,17.8,127.2,249.2,0,2,6,0,0.8,2.7
30-39,263,392,550,33.3,180.7,346.5,0,0,16,0,0,10.1
40-49,220,247,466,27.3,160,381,1,1,35,0.1,0.6,28.6
50-59,105,115,247,15.5,119.8,295.2,2,3,46,0.3,3.1,55
60-69,89,76,155,14.2,145.9,258.9,9,3,41,1.4,5.8,68.5
70-79,82,51,113,18.1,181.7,282.7,13,5,21,2.9,17.8,52.5
80-89,55,20,61,27.8,114.9,309.7,6,2,11,3,11.5,55.9
90+,10,4,17,23.7,55.2,225.6,2,0,6,4.7,0,79.6
