age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1305,27,2570,470.4,1531.5,277,0,0,0,0,0,0
12-15,873,709,671,378.9,557.3,254.1,1,0,0,0.4,0,0
16-19,295,1224,253,150.7,475.3,194.9,0,0,0,0,0,0
20-29,444,4619,710,113.7,625.6,403,0,1,1,0,0.1,0.6
30-39,673,5324,798,165,804.2,624.8,0,1,1,0,0.2,0.8
40-49,772,5772,638,197.5,945.2,631.1,1,2,0,0.3,0.3,0
50-59,1079,4957,474,358.7,977.9,781.9,0,5,2,0,1,3.3
60-69,4517,3679,415,1183.1,1220.8,709.3,19,16,7,5,5.3,12
70-79,5739,2057,276,1701.8,1307.5,1120.3,27,20,7,8,12.7,28.4
80+,3194,840,276,1765.5,1050.1,1558,37,32,16,20.5,40,90.3
