period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,728,2887,6.91,27.39
3_Month,5-11,1236,6263,3.22,16.3
6_Month,5-11,2699,43344,0.58,9.34
1_Year,5-11,2700,44967,0.45,7.52
All,5-11,2700,45200,0.39,6.46
1_Month,12-15,601,856,9.02,12.84
3_Month,12-15,1119,1769,5.49,8.67
6_Month,12-15,7449,15680,3.3,6.94
1_Year,12-15,7522,16779,2.81,6.26
All,12-15,7522,17044,2.24,5.07
1_Month,16-19,755,280,14.38,5.33
3_Month,16-19,1512,679,8.84,3.97
6_Month,16-19,11798,9021,6.42,4.91
1_Year,16-19,12003,10037,5.65,4.72
All,16-19,12014,10318,4.07,3.5
1_Month,20-29,2128,656,13.5,4.16
3_Month,20-29,4658,1659,8.49,3.02
6_Month,20-29,28208,16743,7.26,4.31
1_Year,20-29,28708,18921,6.27,4.13
All,20-29,28739,19377,4.69,3.16
1_Month,30-39,2332,837,12.05,4.32
3_Month,30-39,5085,1967,7.53,2.91
6_Month,30-39,25911,15106,6.13,3.57
1_Year,30-39,26354,16694,5.32,3.37
All,30-39,26408,17016,4.33,2.79
1_Month,40-49,2371,650,11.52,3.16
3_Month,40-49,4708,1499,7.07,2.25
6_Month,40-49,22951,11199,5.85,2.85
1_Year,40-49,23316,12158,5.21,2.72
All,40-49,23379,12395,4.28,2.27
1_Month,50-59,1664,374,8.55,1.92
3_Month,50-59,3302,870,5.69,1.5
6_Month,50-59,14381,6030,5.34,2.24
1_Year,50-59,14567,6430,4.86,2.14
All,50-59,14615,6594,3.93,1.77
1_Month,60-69,1188,194,5.75,0.94
3_Month,60-69,2282,446,4.07,0.8
6_Month,60-69,8347,3158,4.27,1.61
1_Year,60-69,8482,3303,3.95,1.54
All,60-69,8515,3389,3.26,1.3
1_Month,70-79,771,69,4.14,0.37
3_Month,70-79,1293,159,2.94,0.36
6_Month,70-79,3645,912,3.13,0.78
1_Year,70-79,3721,955,2.94,0.75
All,70-79,3741,1004,2.5,0.67
1_Month,80+,365,47,4.32,0.56
3_Month,80+,674,105,3.36,0.52
6_Month,80+,2077,509,3.76,0.92
1_Year,80+,2121,532,3.46,0.87
All,80+,2152,577,2.77,0.74
