instituteDesc,occupancy,gOccupancy,occupancyDate
Yosephtal Hospital            ,56.3,46.2,2022-06-23T00:00:00.000Z
Soroka Medical Center         ,60.9,76.1,2022-06-23T00:00:00.000Z
Meir Hospital                 ,68,79.6,2022-06-23T00:00:00.000Z
Poriah Hospital               ,70.5,74.4,2022-06-23T00:00:00.000Z
Hacarmel Hospital             ,74.5,78.7,2022-06-23T00:00:00.000Z
Woolfson Medical Center       ,76.6,78.2,2022-06-23T00:00:00.000Z
Haemek Valley Center Hospital ,78.7,76.2,2022-06-23T00:00:00.000Z
Hadassah Mount Scopus         ,80.6,82.6,2022-06-23T00:00:00.000Z
Shaare Zedek                  ,82.7,102.4,2022-06-23T00:00:00.000Z
Bnei Ziom Medical Center      ,89.3,92.6,2022-06-23T00:00:00.000Z
Barzilai Medical Center       ,89.1,82.6,2022-06-23T00:00:00.000Z
Laniado                       ,89.7,93,2022-06-23T00:00:00.000Z
Rambam                        ,90.4,90.7,2022-06-23T00:00:00.000Z
Kaplan Hospital               ,92.7,99.3,2022-06-23T00:00:00.000Z
Assuta Ashdod                 ,93.2,109.6,2022-06-23T00:00:00.000Z
      Ziv Hospital            ,93.8,79.5,2022-06-23T00:00:00.000Z
Hillel Yaffeh Medical Center  ,94.5,87.8,2022-06-23T00:00:00.000Z
Assaf Harofeh Medical Center  ,96.9,73.4,2022-06-23T00:00:00.000Z
Rabin K. Beilinson            ,105.7,96.9,2022-06-23T00:00:00.000Z
Nahariya                      ,107.4,94.9,2022-06-23T00:00:00.000Z
