period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,982,3875,7.37,29.07
3_Month,5-11,1442,6827,4.01,19
6_Month,5-11,2987,44400,0.64,9.54
1_Year,5-11,2991,46076,0.5,7.66
All,5-11,2991,46320,0.43,6.58
1_Month,12-15,786,1120,9.65,13.74
3_Month,12-15,1214,1905,6.3,9.88
6_Month,12-15,7633,15939,3.37,7.03
1_Year,12-15,7734,17061,2.87,6.33
All,12-15,7734,17349,2.29,5.13
1_Month,16-19,1144,420,15.85,5.82
3_Month,16-19,1758,751,10.93,4.67
6_Month,16-19,12205,9151,6.58,4.94
1_Year,16-19,12430,10185,5.79,4.74
All,16-19,12445,10468,4.18,3.52
1_Month,20-29,3117,946,15.01,4.55
3_Month,20-29,5086,1821,10.18,3.64
6_Month,20-29,29239,17018,7.44,4.33
1_Year,20-29,29777,19234,6.42,4.15
All,20-29,29809,19694,4.82,3.18
1_Month,30-39,3318,1177,13.18,4.68
3_Month,30-39,5648,2179,8.71,3.36
6_Month,30-39,26935,15443,6.28,3.6
1_Year,30-39,27429,17069,5.46,3.4
All,30-39,27485,17392,4.45,2.82
1_Month,40-49,3476,909,13.05,3.41
3_Month,40-49,5469,1658,8.45,2.56
6_Month,40-49,24104,11457,6.05,2.87
1_Year,40-49,24500,12444,5.38,2.73
All,40-49,24568,12684,4.44,2.29
1_Month,50-59,2347,532,9.43,2.14
3_Month,50-59,3738,972,6.53,1.7
6_Month,50-59,15105,6194,5.49,2.25
1_Year,50-59,15314,6605,5,2.16
All,50-59,15364,6769,4.06,1.79
1_Month,60-69,1670,256,6.39,0.98
3_Month,60-69,2672,495,4.65,0.86
6_Month,60-69,8875,3232,4.39,1.6
1_Year,60-69,9021,3380,4.07,1.53
All,60-69,9057,3469,3.38,1.29
1_Month,70-79,1034,99,4.43,0.42
3_Month,70-79,1540,188,3.31,0.4
6_Month,70-79,3935,950,3.22,0.78
1_Year,70-79,4015,992,3.03,0.75
All,70-79,4035,1043,2.59,0.67
1_Month,80+,567,60,5.22,0.55
3_Month,80+,869,117,4,0.54
6_Month,80+,2294,525,3.95,0.9
1_Year,80+,2339,548,3.63,0.85
All,80+,2370,593,2.93,0.73
