instituteDesc,occupancy,gOccupancy,occupancyDate
Yosephtal Hospital            ,56.3,76.9,2022-06-28T00:00:00.000Z
Rabin K. Hasharon             ,57,67.6,2022-06-28T00:00:00.000Z
Hadassah Mount Scopus         ,63.9,78.5,2022-06-28T00:00:00.000Z
Hacarmel Hospital             ,65.1,85.7,2022-06-28T00:00:00.000Z
Shmuel Harofe                 ,66.7,82.1,2022-06-28T00:00:00.000Z
Woolfson Medical Center       ,70.9,80.1,2022-06-28T00:00:00.000Z
Soroka Medical Center         ,74.8,84.4,2022-06-28T00:00:00.000Z
Shaare Zedek                  ,77.3,103.2,2022-06-28T00:00:00.000Z
Meir Hospital                 ,78.5,88.3,2022-06-28T00:00:00.000Z
Kaplan Hospital               ,79.3,100.4,2022-06-28T00:00:00.000Z
Haemek Valley Center Hospital ,80.6,73.8,2022-06-28T00:00:00.000Z
Bnei Ziom Medical Center      ,81.8,92.4,2022-06-28T00:00:00.000Z
Poriah Hospital               ,83.3,73.2,2022-06-28T00:00:00.000Z
Rambam                        ,84.3,86.1,2022-06-28T00:00:00.000Z
Barzilai Medical Center       ,91.7,83.9,2022-06-28T00:00:00.000Z
Nahariya                      ,95.8,91.1,2022-06-28T00:00:00.000Z
Assaf Harofeh Medical Center  ,97.7,77.4,2022-06-28T00:00:00.000Z
Laniado                       ,100,99.2,2022-06-28T00:00:00.000Z
Assuta Ashdod                 ,105.1,106.5,2022-06-28T00:00:00.000Z
Hadassah Ein Kerem            ,107.8,99.7,2022-06-28T00:00:00.000Z
      Ziv Hospital            ,107.8,78.4,2022-06-28T00:00:00.000Z
Rabin K. Beilinson            ,117.6,109.9,2022-06-28T00:00:00.000Z
Hillel Yaffeh Medical Center  ,125.3,101.4,2022-06-28T00:00:00.000Z
,,38.1,2022-06-28T00:00:00.000Z
