period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,109,245,13.87,31.17
3_Month,5-11,914,2750,11.23,33.78
6_Month,5-11,3234,11819,7.79,28.46
1_Year,5-11,4948,51269,0.98,10.16
All,5-11,4948,52895,0.68,7.31
1_Month,12-15,141,129,19.39,17.74
3_Month,12-15,680,714,16.48,17.3
6_Month,12-15,2259,2927,10.76,13.94
1_Year,12-15,8909,17563,3.71,7.32
All,12-15,8963,18841,2.59,5.44
1_Month,16-19,177,51,26.66,7.68
3_Month,16-19,1334,384,24.66,7.1
6_Month,16-19,3921,1295,18.27,6.03
1_Year,16-19,14717,10002,7.41,5.04
All,16-19,14921,11224,4.84,3.64
1_Month,20-29,506,88,25.86,4.5
3_Month,20-29,4364,952,23.99,5.23
6_Month,20-29,11921,3234,17.8,4.83
1_Year,20-29,37264,19207,8.59,4.43
All,20-29,37735,21692,5.77,3.32
1_Month,30-39,617,118,23.87,4.56
3_Month,30-39,5001,1254,22.48,5.64
6_Month,30-39,13690,4094,16.12,4.82
1_Year,30-39,36413,18214,7.58,3.79
All,30-39,36827,19975,5.56,3.02
1_Month,40-49,694,126,23.61,4.29
3_Month,40-49,4714,990,21.03,4.42
6_Month,40-49,12996,3167,15.11,3.68
1_Year,40-49,32804,13575,7.32,3.03
All,40-49,33173,14691,5.55,2.46
1_Month,50-59,589,81,18.36,2.52
3_Month,50-59,3627,607,16.3,2.73
6_Month,50-59,9326,1882,11.49,2.32
1_Year,50-59,21473,7449,6.69,2.32
All,50-59,21698,7981,5.15,1.89
1_Month,60-69,573,47,13.51,1.11
3_Month,60-69,2958,369,11.3,1.41
6_Month,60-69,7187,1065,8.1,1.2
1_Year,60-69,13934,3971,5.52,1.57
All,60-69,14093,4191,4.45,1.32
1_Month,70-79,485,30,9.63,0.6
3_Month,70-79,2116,175,8.25,0.68
6_Month,70-79,4631,462,5.8,0.58
1_Year,70-79,7291,1278,4.34,0.76
All,70-79,7379,1370,3.67,0.68
1_Month,80+,274,26,10.06,0.95
3_Month,80+,1555,164,10.01,1.06
6_Month,80+,3107,335,7.3,0.79
1_Year,80+,4662,770,5.5,0.91
All,80+,4741,837,4.43,0.78
