period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,369,2566,1.47,10.19
3_Month,5-11,1461,29371,0.45,8.96
6_Month,5-11,1798,39529,0.39,8.56
1_Year,5-11,1798,40972,0.31,7.05
All,5-11,1798,41126,0.26,6.02
1_Month,12-15,466,711,3.74,5.71
3_Month,12-15,4645,8728,3.18,5.98
6_Month,12-15,6775,14602,3.09,6.67
1_Year,12-15,6862,15604,2.66,6.04
All,12-15,6862,15775,2.11,4.84
1_Month,16-19,719,325,6.08,2.75
3_Month,16-19,6720,3945,5.74,3.37
6_Month,16-19,10887,8675,6.14,4.89
1_Year,16-19,11123,9579,5.43,4.68
All,16-19,11132,9850,3.87,3.43
1_Month,20-29,2527,705,6.52,1.82
3_Month,20-29,16813,7889,6.79,3.19
6_Month,20-29,25610,15872,6.95,4.31
1_Year,20-29,26165,17799,6.02,4.1
All,20-29,26189,18231,4.45,3.09
1_Month,30-39,2518,817,5.68,1.84
3_Month,30-39,16404,8221,5.68,2.85
6_Month,30-39,23049,14014,5.8,3.52
1_Year,30-39,23502,15385,5.05,3.31
All,30-39,23539,15686,4.06,2.7
1_Month,40-49,2111,621,5.09,1.5
3_Month,40-49,13974,5911,5.27,2.23
6_Month,40-49,20130,10318,5.52,2.83
1_Year,40-49,20494,11149,4.92,2.68
All,40-49,20531,11364,3.99,2.21
1_Month,50-59,1421,360,4.26,1.08
3_Month,50-59,8718,3183,4.85,1.77
6_Month,50-59,12351,5520,5.1,2.28
1_Year,50-59,12557,5854,4.63,2.16
All,50-59,12592,6008,3.68,1.75
1_Month,60-69,895,185,3.15,0.65
3_Month,60-69,4692,1635,3.85,1.34
6_Month,60-69,6889,2892,4.15,1.74
1_Year,60-69,7010,3006,3.81,1.63
All,60-69,7034,3082,3.06,1.34
1_Month,70-79,375,57,1.98,0.3
3_Month,70-79,1819,480,2.72,0.72
6_Month,70-79,2725,802,3.03,0.89
1_Year,70-79,2795,839,2.8,0.84
All,70-79,2811,884,2.29,0.72
1_Month,80-89,149,24,2.14,0.35
3_Month,80-89,804,233,3.06,0.89
6_Month,80-89,1181,349,3.43,1.01
1_Year,80-89,1219,361,3.11,0.92
All,80-89,1233,391,2.4,0.76
1_Month,90+,51,6,3.24,0.38
3_Month,90+,274,59,4.07,0.88
6_Month,90+,414,88,4.7,1
1_Year,90+,432,91,4.3,0.9
All,90+,439,103,3.11,0.73
