age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,366,0,692,127.5,,75,0,0,0,0,,0
12-15,324,153,166,117.7,167.7,64,0,0,0,0,0,0
16-19,388,61,54,102.5,76.9,42.2,0,0,1,0,0,0.8
20-29,1061,129,162,111.2,71.7,91.4,0,0,1,0,0,0.6
30-39,1285,158,198,140.9,97.4,154.9,0,0,1,0,0,0.8
40-49,1364,103,140,153.7,87.4,138.6,1,2,3,0.1,1.7,3
50-59,1136,71,113,155.3,92.5,180.4,4,2,3,0.5,2.6,4.8
60-69,1808,73,151,279.6,191.4,257.4,18,1,5,2.8,2.6,8.5
70-79,1576,43,112,333,231.1,398,22,2,3,4.6,10.7,10.7
80+,1010,32,91,407.7,238.9,504.6,21,1,8,8.5,7.5,44.4
