age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,2328,1,3013,797.5,,329.1,0,0,2,0,,0.2
12-15,1730,659,636,548.6,1159.2,257.1,2,0,0,0.6,0,0
16-19,2829,351,386,711.7,542.6,331.4,1,0,0,0.3,0,0
20-29,7542,542,777,785,350.5,432.1,1,0,2,0.1,0,1.1
30-39,6812,672,839,739.9,505.6,629,6,3,5,0.7,2.3,3.7
40-49,6833,397,641,762.8,408.1,622.2,6,3,6,0.7,3.1,5.8
50-59,4727,190,497,643.4,286.5,765.9,16,2,22,2.2,3,33.9
60-69,4170,160,444,639.6,420,841.1,43,6,19,6.6,15.8,36
70-79,2789,81,305,580,371.4,1413.7,55,8,27,11.4,36.7,125.1
80-89,1115,48,185,528.9,331.3,1657.1,36,11,19,17.1,75.9,170.2
90+,300,16,65,623.5,230.9,2950.5,10,3,11,20.8,43.3,499.3
