period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,277,2665,0.93,8.99
3_Month,5-11,1472,37096,0.35,8.72
6_Month,5-11,1473,37591,0.32,8.1
1_Year,5-11,1473,38801,0.26,6.91
All,5-11,1473,38901,0.22,5.88
1_Month,12-15,460,697,3.23,4.89
3_Month,12-15,6375,13905,3.1,6.77
6_Month,12-15,6403,14142,2.98,6.58
1_Year,12-15,6478,15033,2.6,6.03
All,12-15,6478,15173,2.05,4.81
1_Month,16-19,673,292,5.13,2.23
3_Month,16-19,10281,8361,6.18,5.02
6_Month,16-19,10318,8559,6,4.97
1_Year,16-19,10536,9335,5.38,4.77
All,16-19,10545,9596,3.79,3.45
1_Month,20-29,1950,562,6.1,1.76
3_Month,20-29,23493,15148,7.05,4.55
6_Month,20-29,23638,15610,6.84,4.52
1_Year,20-29,24119,17229,5.97,4.26
All,20-29,24137,17635,4.33,3.16
1_Month,30-39,1741,556,4.89,1.56
3_Month,30-39,20787,13182,5.86,3.71
6_Month,30-39,20951,13592,5.66,3.68
1_Year,30-39,21335,14717,4.98,3.43
All,30-39,21358,14983,3.94,2.76
1_Month,40-49,1504,400,4.42,1.18
3_Month,40-49,18235,9715,5.6,2.99
6_Month,40-49,18364,9943,5.46,2.96
1_Year,40-49,18683,10629,4.89,2.78
All,40-49,18710,10825,3.91,2.26
1_Month,50-59,975,255,4.05,1.06
3_Month,50-59,11063,5178,5.24,2.45
6_Month,50-59,11116,5286,5.14,2.45
1_Year,50-59,11302,5553,4.67,2.29
All,50-59,11328,5696,3.62,1.82
1_Month,60-69,527,138,3.08,0.81
3_Month,60-69,6063,2717,4.35,1.95
6_Month,60-69,6097,2753,4.28,1.93
1_Year,60-69,6211,2851,3.91,1.79
All,60-69,6231,2920,3.05,1.43
1_Month,70-79,198,36,1.94,0.35
3_Month,70-79,2362,746,3.27,1.03
6_Month,70-79,2384,756,3.23,1.02
1_Year,70-79,2448,791,2.96,0.96
All,70-79,2460,830,2.33,0.79
1_Month,80-89,85,20,2.36,0.56
3_Month,80-89,1032,323,3.71,1.16
6_Month,80-89,1036,330,3.63,1.16
1_Year,80-89,1073,338,3.26,1.03
All,80-89,1086,368,2.42,0.82
1_Month,90+,25,5,3.04,0.61
3_Month,90+,367,82,5.04,1.13
6_Month,90+,370,82,4.96,1.1
1_Year,90+,385,86,4.46,1
All,90+,392,97,3.1,0.77
