age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,3266,2,6200,1116.5,,679.3,0,0,1,0,,0.1
12-15,2568,519,1313,765.2,1331.9,536.8,2,0,3,0.6,0,1.2
16-19,3447,511,776,853.7,862.5,672.2,3,0,1,0.7,0,0.9
20-29,6499,850,1509,677.2,553.6,831.4,2,0,2,0.2,0,1.1
30-39,8510,1127,1803,926,845.3,1345,6,1,7,0.7,0.8,5.2
40-49,8076,733,1403,902.6,752.6,1353.5,12,5,11,1.3,5.1,10.6
50-59,5627,470,959,767.8,709.6,1439.7,32,12,31,4.4,18.1,46.5
60-69,5724,447,970,878.8,1167.7,1826.8,61,14,40,9.4,36.6,75.3
70-79,3696,230,632,773.1,1052.5,2615.9,83,13,63,17.4,59.5,260.8
80-89,2105,165,471,1003.4,1133.1,3925.3,71,16,67,33.8,109.9,558.4
90+,736,47,173,1550.7,679,6128.2,23,4,19,48.5,57.8,673
