age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1767,4,19116,1375.2,14285.7,2030.1,0,0,0,0,0,0
12-15,10509,43,6812,2926.3,2551.9,2797,0,0,0,0,0,0
16-19,10334,1873,4320,2673,2715.1,3751.1,0,0,1,0,0,0.9
20-29,21985,4191,7265,2457.7,2113.8,3844.6,2,0,1,0.2,0,0.5
30-39,16892,3854,4649,1971.9,2139.4,3347.4,1,0,8,0.1,0,5.8
40-49,17723,2575,3610,2079,2007.6,3353.4,1,1,15,0.1,0.8,13.9
50-59,11649,1207,1972,1644.5,1473.6,2777,4,4,16,0.6,4.9,22.5
60-69,8811,548,1041,1377.2,1192.4,1907.6,19,8,22,3,17.4,40.3
70-79,5046,208,383,1078.5,833.2,1274.2,33,7,14,7.1,28,46.6
80-89,1610,77,143,785.3,475.5,989.8,27,7,23,13.2,43.2,159.2
90+,367,20,47,809.8,274.1,1075.3,21,1,4,46.3,13.7,91.5
