age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,37,0,305,10.5,0,120.4,0,0,0,0,0,0
16-19,23,36,120,6.4,40.3,99.6,0,0,0,0,0,0
20-29,55,125,299,6.6,53.6,144.5,0,2,6,0,0.9,2.9
30-39,129,163,294,15.9,77.6,193.9,0,0,7,0,0,4.6
40-49,130,105,240,15.8,70.5,205.1,1,0,19,0.1,0,16.2
50-59,60,43,141,8.7,46.2,178.4,1,2,26,0.1,2.1,32.9
60-69,59,33,82,9.3,64.7,142,3,2,26,0.5,3.9,45
70-79,51,12,44,11.1,43.6,120.5,7,0,13,1.5,0,35.6
80-89,18,7,26,9,40.4,141.7,3,0,5,1.5,0,27.2
90+,5,1,4,11.7,13.5,57.8,0,0,1,0,0,14.5
