age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,404,0,800,140.1,,86.9,0,0,0,0,,0
12-15,306,164,154,109,188.3,59.6,0,0,0,0,0,0
16-19,461,59,85,120.7,77.3,66.6,1,0,1,0.3,0,0.8
20-29,1262,158,228,132.1,89,127.8,1,0,2,0.1,0,1.1
30-39,1608,180,260,176.1,111.9,202.1,2,1,3,0.2,0.6,2.3
40-49,1572,116,191,177.1,99,187.9,1,3,5,0.1,2.6,4.9
50-59,1476,96,138,202,125.9,215.7,4,2,7,0.5,2.6,10.9
60-69,2487,89,190,384.7,235.4,321.9,20,3,5,3.1,7.9,8.5
70-79,2267,71,164,480.2,385.5,555.4,32,3,4,6.8,16.3,13.5
80+,1559,57,192,629.6,428.2,1054.8,48,2,11,19.4,15,60.4
