age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,6664,7,57720,3448.2,25000,6320.4,0,0,0,0,0,0
12-15,21808,184,15025,6046.7,3558.3,6233.5,0,0,2,0,0,0.8
16-19,20722,4019,7501,5234,6369.7,6559.2,1,0,2,0.3,0,1.7
20-29,39988,9901,12354,4364.6,5357.8,6649.6,4,1,5,0.4,0.5,2.7
30-39,41308,10531,11589,4720.5,6261.7,8504.9,5,1,4,0.6,0.6,2.9
40-49,40701,6400,8170,4702.7,5339.7,7726,7,4,16,0.8,3.3,15.1
50-59,25883,3180,4287,3612.4,4113.9,6188.6,31,14,28,4.3,18.1,40.4
60-69,20506,1723,2686,3186,3948.2,4982.7,62,18,44,9.6,41.2,81.6
70-79,12374,680,1216,2627.5,2843.4,4264.7,100,26,42,21.2,108.7,147.3
80-89,5144,290,550,2489,1863.6,4021.6,134,19,53,64.8,122.1,387.5
90+,1420,77,203,3085.4,1080.4,5193.1,50,7,19,108.6,98.2,486.1
