age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,954,1,11549,852.9,3448.3,1209.6,0,0,0,0,0,0
12-15,6569,13,3979,1835,876,1626.7,0,0,0,0,0,0
16-19,5511,1012,2324,1436,1438.4,2010.4,0,0,1,0,0,0.9
20-29,12920,2326,4523,1452.8,1159.6,2380.6,0,0,1,0,0,0.5
30-39,9840,2223,2651,1154.2,1220.3,1897.6,1,0,7,0.1,0,5
40-49,10407,1500,2061,1224.9,1156.2,1905.2,1,0,13,0.1,0,12
50-59,6691,714,1130,946.9,862.7,1580.4,3,3,21,0.4,3.6,29.4
60-69,4969,309,564,777.7,665.3,1029.4,13,4,19,2,8.6,34.7
70-79,2838,122,221,607.5,482.7,724.9,15,5,10,3.2,19.8,32.8
80-89,939,51,102,458.9,310.7,694.2,19,6,17,9.3,36.6,115.7
90+,232,12,30,514,163.4,663.3,5,0,4,11.1,0,88.4
