instituteDesc,occupancy,gOccupancy,occupancyDate
Yosephtal Hospital            ,56.3,36.9,2022-07-30T00:00:00.000Z
Soroka Medical Center         ,58.5,67.9,2022-07-30T00:00:00.000Z
Hacarmel Hospital             ,68.9,72,2022-07-30T00:00:00.000Z
Assaf Harofeh Medical Center  ,68.3,64.4,2022-07-30T00:00:00.000Z
Woolfson Medical Center       ,71.7,69.1,2022-07-30T00:00:00.000Z
Laniado                       ,73.1,92.8,2022-07-30T00:00:00.000Z
Tel Aviv Medical Center       ,79.7,96.4,2022-07-30T00:00:00.000Z
Shmuel Harofe                 ,80.6,82.1,2022-07-30T00:00:00.000Z
Barzilai Medical Center       ,84.9,75.3,2022-07-30T00:00:00.000Z
,,35.4,2022-07-30T00:00:00.000Z
Poriah Hospital               ,80.8,62,2022-07-30T00:00:00.000Z
Rambam                        ,96,80.5,2022-07-30T00:00:00.000Z
Nahariya                      ,102.1,83,2022-07-30T00:00:00.000Z
Rabin K. Beilinson            ,109.3,92,2022-07-30T00:00:00.000Z
